demandId,sourceId,sinkId,demandVolume,arriveTime
208,3783,412,57,36
209,3153,4430,65,28
210,3174,487,89,3
211,1676,1748,60,10
212,4159,4237,91,47
213,3344,3451,88,13
214,3312,2953,51,38
215,4924,4550,91,44
216,3441,3196,68,18
217,3199,685,63,4
218,2747,2756,93,10
219,1864,1767,55,50
220,2500,3559,62,17
221,4976,4277,95,20
222,266,4945,71,28
223,1943,3037,88,39
224,761,1158,88,1
225,4593,3602,52,30
226,1381,2052,61,21
227,4384,3056,75,24
228,2574,2201,100,48
229,192,1759,85,31
230,2319,1550,58,15
231,4984,2965,53,24
232,1286,708,91,13
233,4095,2867,76,22
234,4112,4448,78,33
235,848,219,62,28
236,3028,4192,94,4
237,2191,3761,91,43
238,1209,1081,73,6
239,863,991,100,3
240,3642,3847,68,6
241,2574,2030,65,25
242,338,792,81,29
243,251,937,80,24
244,4645,4982,81,38
245,4613,2872,73,37
246,1611,1733,92,44
247,403,3191,91,12
248,2827,2282,97,8
249,4290,3310,96,8
250,2271,2358,67,38
251,4992,917,74,30
252,1865,4440,63,29
253,932,4684,55,37
254,876,663,76,30
255,386,2233,70,21
256,4039,2808,99,28
257,3127,2959,87,7
258,2656,4258,58,1
259,3700,3777,88,19
260,1825,4704,71,16
261,2744,2722,92,1
262,2664,4162,60,34
263,437,3781,95,39
264,3175,397,94,17
265,3336,2586,69,13
266,4458,1521,85,47
267,3765,2145,83,8
268,3463,154,74,37
269,4429,1842,78,25
270,2812,1437,86,17
271,1572,1747,57,15
272,4215,2902,93,24
273,2832,3430,74,31
274,4365,4347,67,49
275,2511,2985,84,33
276,4307,3413,77,32
277,3955,1114,88,37
278,603,214,75,38
279,3227,3403,50,33
280,1149,1037,99,30
281,197,2675,83,27
282,4451,4041,64,36
283,4266,923,55,19
284,1553,2934,57,34
285,4448,4970,94,15
286,2132,1796,70,37
287,4841,4840,52,47
288,3834,1326,96,39
289,4528,4861,68,39
290,896,2308,53,43
291,1208,4031,68,50
292,1972,2909,68,16
293,328,3861,79,17
294,3517,155,61,29
295,4178,3790,53,28
296,2130,3675,58,23
297,4161,3461,69,17
298,4247,304,71,46
299,2974,2858,59,30
300,2529,2562,85,26
301,4229,167,54,3
302,3137,135,88,21
303,942,3299,66,29
304,4831,845,91,10
305,3759,3106,85,30
306,4353,2727,67,3
307,2389,3077,79,20
308,4308,4284,55,39
309,3089,4687,65,39
310,3644,2883,57,16
311,3092,4454,74,0
312,547,139,65,28
313,4273,2569,84,10
314,1036,1407,85,1
315,2902,1914,64,20
316,3617,2123,76,33
317,2460,2242,88,38
318,342,4199,94,7
319,4066,4419,93,1
320,1618,1178,85,41
321,2599,254,91,23
322,4084,3628,84,31
323,3042,1125,80,29
324,1947,2764,50,46
325,1857,1663,80,22
326,2214,2481,51,6
327,1453,2575,62,36
328,863,1780,91,43
329,3321,3149,89,13
330,4053,2911,88,40
331,3179,719,61,20
332,1686,393,75,28
333,1121,4939,89,30
334,1431,4723,94,49
335,3909,3769,69,49
336,4964,4130,93,25
337,669,71,65,5
338,3289,3043,98,30
339,268,318,99,30
340,2205,1584,54,33
341,180,298,75,11
342,4954,4143,76,26
343,2722,3375,96,28
344,1121,1812,97,48
345,3165,4175,83,26
346,214,3632,54,25
347,2967,833,64,50
348,4251,4060,64,48
349,570,4903,85,25
350,3505,102,63,50
351,1873,3838,84,7
352,535,1182,65,0
353,3111,4030,62,9
354,2786,3794,97,26
355,599,805,58,19
356,1928,4299,93,39
357,4602,4673,83,26
358,1979,2190,69,1
359,2266,1823,89,16
360,4188,3251,75,25
361,4672,4627,73,17
362,906,922,86,31
363,171,4308,78,1
364,1683,1876,99,20
365,192,198,64,25
366,4633,2919,69,17
367,3624,4447,65,16
368,2737,4580,86,41
369,2696,2754,71,18
370,3232,980,56,8
371,3606,3948,56,41
372,2677,1684,79,24
373,2654,413,60,3
374,3072,1868,84,41
375,4934,1650,52,4
376,3919,2576,94,11
377,4884,3804,83,39
378,3992,2142,65,16
379,1710,1873,82,10
380,3805,1899,84,0
381,2960,4170,51,50
382,3983,4097,93,37
383,1804,3457,60,1
384,1973,2525,72,15
385,2553,2641,74,20
386,328,2165,51,18
387,3358,1863,90,22
388,4396,3938,75,33
389,4612,2918,77,39
390,3313,4060,76,38
391,4666,4819,52,2
392,4145,2747,55,38
393,720,3773,60,13
394,1864,4229,62,5
395,1436,3414,100,20
396,1614,2100,58,19
397,4433,685,50,17
398,2694,3379,57,20
399,4526,829,90,29
400,3264,3224,70,32
401,3869,3739,94,17
402,858,239,94,9
403,541,200,79,27
404,4290,4262,83,26
405,3106,1938,55,41
406,3385,324,61,30
407,2393,1558,78,46
408,81,278,86,47
409,37,446,62,15
410,3105,2928,64,15
411,28,27,71,27
412,493,2055,89,19
413,3845,3580,59,1
414,4348,286,55,35
415,4074,4225,67,16
416,4443,3373,100,20
417,1617,1864,78,25
418,4443,2856,74,5
419,4659,3878,76,45
420,4664,4814,92,11
421,787,516,86,45
422,3274,1918,99,23
423,1704,1266,53,46
424,1467,539,76,18
425,848,176,54,0
426,1825,1820,63,4
427,3555,3316,84,19
428,711,804,54,40
429,1961,1588,91,31
430,2519,4217,65,42
431,732,4920,61,40
432,3246,2639,76,23
433,1416,1782,58,13
434,115,798,66,40
435,2749,4777,77,23
436,1844,3398,94,23
437,1901,2137,68,27
438,3181,4057,97,4
439,4197,444,58,42
440,4316,50,53,14
441,3902,2834,98,48
442,95,3386,84,17
443,2748,2375,97,26
444,2571,2643,79,43
445,872,536,61,27
446,2364,1588,66,19
447,4247,4165,93,3
448,1996,1874,54,38
449,418,849,98,32
450,3051,301,89,11
451,2677,2116,95,32
452,4387,4277,88,7
453,831,695,69,43
454,1541,2119,63,21
455,3732,442,63,21
456,3189,3613,90,16
457,3843,3587,61,21
458,1788,773,90,45
459,3387,2008,77,8
460,4116,435,84,42
461,4129,4159,77,47
462,3914,3602,91,0
463,4929,4806,81,44
464,2118,1601,82,5
465,82,3900,98,15
466,2784,311,100,32
467,305,2712,68,45
468,4179,3623,79,50
469,387,1114,71,4
470,2111,2316,65,47
471,3574,4459,98,16
472,1644,1913,99,2
473,2567,1909,79,43
474,1451,4863,67,39
475,3365,3146,55,32
476,2916,317,97,20
477,1866,3334,51,23
478,4282,296,94,34
479,65,4369,58,42
480,4131,4928,66,3
481,3498,3463,98,22
482,934,377,92,20
483,788,3680,99,17
484,427,3260,76,45
485,160,724,72,4
486,1206,449,58,3
487,4105,1308,75,39
488,1642,4739,51,42
489,1153,2109,90,41
490,2077,4573,77,6
491,2700,1237,56,39
492,2640,2654,100,46
493,1752,2183,72,49
494,2808,4434,87,29
495,436,3217,63,40
496,4175,3462,78,9
497,1736,1878,71,15
498,2652,879,100,0
499,1100,880,64,7
500,2791,2874,70,34
501,1650,698,67,24
502,2950,850,69,14
503,663,890,98,38
504,3392,4448,100,16
505,869,2327,67,48
506,41,4008,58,35
507,4468,1850,51,44
508,2042,3619,70,16
509,3138,2537,93,1
510,4352,4605,53,37
511,4607,1929,60,49
512,1989,1911,96,48
513,3085,1735,63,6
514,3114,2613,86,22
515,2581,4378,53,30
516,2124,4748,85,31
517,4938,4828,65,0
518,2416,2764,71,43
519,4652,1212,62,37
520,2959,2825,51,2
521,3513,3671,65,48
522,1566,873,67,40
523,1636,2737,96,48
524,605,711,90,13
525,1502,1786,61,47
526,2496,1862,89,10
527,2818,4120,74,9
528,84,137,51,21
529,2710,1527,93,23
530,2610,1531,99,45
531,1935,666,73,45
532,4399,4219,72,46
533,706,4335,74,9
534,4808,4240,82,19
535,1186,603,88,31
536,1765,3170,73,24
537,1582,3010,100,22
538,330,2541,96,28
539,1103,1196,84,44
540,4888,3076,64,14
541,3866,3542,88,15
542,4255,4292,88,37
543,1958,1514,99,18
544,3400,4079,63,4
545,862,4039,51,37
546,2951,3368,93,22
547,1531,871,55,34
548,1206,4212,82,32
549,65,227,72,48
550,768,2864,78,35
551,54,3246,78,33
552,4080,2658,61,50
553,4156,4095,83,0
554,497,213,93,36
555,253,4237,71,30
556,2968,4304,61,46
557,917,4052,82,15
558,520,1978,88,28
559,2023,2127,83,12
560,4907,1780,50,43
561,4768,1658,54,35
562,974,126,88,35
563,125,3281,77,23
564,378,751,90,41
565,337,4138,87,49
566,4053,189,93,33
567,1594,923,68,25
568,2649,3391,98,50
569,4198,2681,90,44
570,1839,1736,96,1
571,2123,3946,78,48
572,956,4301,68,21
573,1739,123,76,10
574,368,3236,92,20
575,1307,1131,93,47
576,27,761,74,40
577,4390,3259,79,0
578,4694,1606,63,10
579,2318,3038,78,6
580,1205,1062,84,40
581,3764,2309,82,28
582,304,3571,72,33
583,1547,4249,78,21
584,3640,3916,53,50
585,2533,2806,87,35
586,240,2373,52,42
587,1723,1856,58,2
588,1180,1377,81,21
589,2979,4208,92,8
590,4625,2938,52,16
591,2725,3020,75,50
592,4859,4206,87,3
593,3836,3080,79,18
594,3062,3162,63,37
595,2808,2664,51,40
596,3237,473,75,16
597,3000,4809,84,16
598,4063,1982,80,31
599,3859,3848,62,39
600,3774,1207,60,2
601,3734,379,59,19
602,350,449,90,50
603,3726,2197,66,49
604,3146,347,67,0
605,986,904,93,30
606,1355,1362,65,40
607,2938,1079,56,36
608,3372,3169,80,5
609,3986,1828,84,41
610,2576,3070,89,47
611,3533,2836,93,0
612,480,331,57,4
613,1818,4783,61,3
614,2943,2632,98,12
615,2913,4176,98,25
616,4486,1580,81,11
617,1469,1083,89,43
618,2763,2683,91,4
619,4902,3092,97,25
620,1908,2557,89,40
621,3155,3304,66,8
622,547,4617,77,5
623,2159,2468,90,49
624,2442,190,75,26
625,1871,2112,92,26
626,2626,1874,67,30
627,3522,3888,54,1
628,4795,1207,81,44
629,4115,1804,86,14
630,4258,3324,72,11
631,265,775,78,21
632,4050,4215,76,23
633,2641,5,58,44
634,1769,1558,95,1
635,3387,2637,84,15
636,2730,4258,56,43
637,284,2858,98,48
638,276,4289,62,0
639,3336,4252,91,0
640,3414,3036,54,47
641,2657,1476,74,5
642,2454,4546,90,33
643,3633,776,64,11
644,3278,1793,55,21
645,3642,3455,60,36
646,1940,1779,52,3
647,2868,593,81,18
648,2547,2051,54,47
649,4617,711,74,24
650,450,583,95,44
651,1120,1768,67,13
652,3576,3942,52,35
653,274,3078,74,1
654,951,1235,68,9
655,2267,2988,85,42
656,4007,2206,65,6
657,662,2899,75,31
658,4639,2738,58,13
659,4917,1136,58,19
660,3136,1431,74,47
661,4951,1561,66,17
662,2577,2344,80,7
663,1464,4784,52,24
664,2468,1652,53,50
665,46,217,75,3
666,2029,234,77,29
667,2694,2870,91,15
668,2341,2330,81,29
669,729,4132,83,34
670,1410,4642,89,10
671,1743,1859,54,16
672,617,605,57,34
673,3586,2117,57,2
674,2602,137,53,29
675,4387,4193,60,38
676,3412,1958,51,32
677,3909,778,92,16
678,4785,4471,80,39
679,1472,1364,84,46
680,527,634,52,46
681,2843,2873,56,41
682,1422,3673,56,29
683,1726,2937,53,47
684,3864,1988,72,49
685,830,1663,75,17
686,1222,4615,79,40
687,1115,1034,93,27
688,4747,2948,97,21
689,4734,4632,84,40
690,578,952,73,29
691,4612,3753,98,23
692,2146,1580,78,37
693,359,4356,51,14
694,2624,4625,96,14
695,856,1107,75,40
696,4739,487,79,46
697,1138,4097,70,40
698,4099,137,87,48
699,4244,3037,96,17
700,3215,4913,99,31
701,1427,1403,88,5
702,58,523,51,37
703,691,3071,98,39
704,4562,4723,95,39
705,1808,1854,87,40
706,998,380,63,47
707,1200,4151,80,33
708,4904,4086,68,34
709,2895,4366,95,25
710,4589,4628,70,10
711,3080,4636,63,49
712,3241,3937,52,34
713,1947,2802,50,18
714,1928,3078,70,13
715,4571,699,62,16
716,2758,1313,63,1
717,1276,2692,66,39
718,1682,823,84,11
719,1795,510,51,50
720,3924,3692,79,2
721,2449,1448,50,1
722,700,2421,59,25
723,2248,1943,99,29
724,2320,1188,72,21
725,3229,567,66,28
726,2745,4241,72,12
727,3125,930,95,49
728,1424,4943,89,27
729,1015,808,68,50
730,4745,4524,95,5
731,4805,2866,77,13
732,1444,2471,83,8
733,3848,3517,71,5
734,213,603,56,30
735,3944,77,59,40
736,842,3664,62,3
737,3439,4840,62,22
738,3138,1470,82,10
739,967,167,55,30
740,4772,2167,61,24
741,4826,2058,64,43
742,586,390,65,1
743,1461,3065,84,49
744,1313,1520,53,50
745,210,1711,97,16
746,2493,2042,85,40
747,3199,3130,90,0
748,3276,298,84,44
749,916,1303,82,45
750,1442,33,77,44
751,4115,3391,55,6
752,721,380,60,49
753,1511,2211,73,32
754,4792,492,51,19
755,2890,3486,69,44
756,1651,2283,64,3
757,3143,3439,75,20
758,4278,2720,93,49
759,3386,488,79,30
760,677,3324,58,5
761,4530,2084,56,8
762,692,632,78,6
763,11,3374,94,25
764,2126,3774,83,6
765,568,1951,50,36
766,4089,1185,83,6
767,2009,2106,92,29
768,1623,3836,76,27
769,21,780,64,23
770,4997,646,58,5
771,2108,2023,71,9
772,1786,439,76,30
773,4576,4947,62,41
774,2347,2608,78,7
775,3022,3043,54,0
776,3590,295,78,48
777,3759,3881,50,25
778,2161,4182,84,26
779,4194,2974,83,41
780,425,1501,77,17
781,1888,4069,76,47
782,3611,2635,69,6
783,3229,3226,68,30
784,8,3689,65,22
785,3741,401,88,19
786,4157,3413,77,35
787,51,531,86,21
788,4116,4920,62,40
789,85,1076,79,18
790,4922,4233,61,21
791,2173,1170,61,20
792,401,4230,79,28
793,2666,2963,74,34
794,1345,1430,87,36
795,1826,2754,90,44
796,3297,3470,81,45
797,2951,2814,80,48
798,4247,1936,64,43
799,2300,391,86,23
800,575,2151,55,24
801,1019,807,90,24
802,4040,481,52,14
803,3304,3849,96,10
804,157,904,92,41
805,2729,2727,65,42
806,1624,2075,80,47
807,4949,4766,51,6
808,165,1739,66,43
809,1241,1700,96,1
810,3409,889,89,22
811,733,300,95,41
812,4319,3141,53,43
813,3092,4091,78,50
814,2563,1575,91,4
815,1873,2355,72,41
816,4526,539,99,6
817,1803,4404,89,39
818,97,1097,74,46
819,525,4558,92,40
820,4849,4731,97,14
821,1150,3218,59,14
822,4643,2925,53,41
823,2783,4777,69,31
824,3677,185,81,9
825,3138,1680,71,45
826,3940,1007,87,26
827,799,2433,54,44
828,664,4003,55,23
829,4084,3089,90,41
830,1409,1025,88,45
831,3130,400,72,43
832,1430,1115,93,40
833,396,3156,64,14
834,1507,550,99,32
835,4874,1784,99,18
836,523,2994,55,25
837,3803,4161,58,48
838,1303,1493,93,37
839,4110,3113,93,49
840,2862,2613,51,27
841,2648,2507,61,35
842,4322,3799,97,48
843,4739,1979,82,5
844,940,711,70,46
845,2536,4257,94,46
846,1012,1053,76,25
847,2879,3204,53,42
848,4736,2282,100,12
849,4208,260,51,36
850,2960,4687,84,3
851,3691,3732,72,5
852,2842,4877,90,33
853,3403,119,63,16
854,4481,2287,62,17
855,1357,1201,86,13
856,3606,437,76,15
857,3526,4147,70,27
858,1832,1563,83,3
859,173,721,94,33
860,4058,490,81,28
861,2915,3246,89,40
862,1814,2640,98,15
863,4541,4819,68,31
864,1610,4782,59,18
865,262,931,94,16
866,1877,4468,56,45
867,4581,1606,77,29
868,1519,2721,74,9
869,4405,2632,56,34
870,1366,1445,81,47
871,3359,4098,68,15
872,4419,3781,51,39
873,1857,3443,76,18
874,2295,2861,81,19
875,3157,4117,58,38
876,2948,1937,90,12
877,4823,2536,58,25
878,1635,2370,83,15
879,2225,1911,96,19
880,2466,2307,83,30
881,1970,4354,51,38
882,3111,306,96,40
883,3352,3643,61,37
884,3489,620,71,6
885,1997,504,76,43
886,2328,2563,60,35
887,3293,4680,95,37
888,4032,4389,52,35
889,1677,1561,69,22
890,3527,691,66,33
891,4680,4642,100,9
892,2734,3173,74,8
893,3978,4147,78,30
894,2895,2443,63,14
895,4296,4236,56,11
896,3868,3529,71,33
897,4386,4353,56,8
898,4976,4696,92,49
899,1578,4730,85,29
900,3656,2494,75,25
901,2608,4462,64,17
902,3382,1917,50,16
903,4553,4742,56,39
904,1979,3400,78,47
905,1161,1217,66,16
906,4821,1780,79,27
907,1918,1854,71,45
908,1587,1888,61,49
909,3835,131,58,19
910,2567,2516,75,39
911,3478,90,75,33
912,1732,594,71,48
913,220,521,57,26
914,3147,1807,87,11
915,3499,2855,54,30
916,1249,921,73,4
917,1381,1768,79,6
918,2548,496,65,23
919,3116,2662,94,42
920,2685,4978,59,40
921,2627,40,85,19
922,1010,3305,70,16
923,4648,4263,91,29
924,5000,2144,51,45
925,4305,4334,90,20
926,4747,4635,50,40
927,1150,1895,51,22
928,4375,1902,78,16
929,3042,1473,93,21
930,4260,3417,95,33
931,4196,3647,52,31
932,99,3706,76,26
933,3745,2052,69,34
934,277,355,79,33
935,4330,4449,69,7
936,4624,4554,64,34
937,625,696,92,15
938,4301,1783,57,11
939,28,65,79,27
940,2110,1680,52,31
941,4293,3160,84,49
942,2344,3843,65,12
943,2643,1792,72,38
944,1458,4470,68,34
945,2225,196,61,40
946,650,878,100,8
947,4717,1613,66,23
948,376,605,58,18
949,3065,1987,98,34
950,4698,268,84,7
951,292,4495,74,0
952,3416,3402,92,12
953,1011,179,73,15
954,146,3147,69,6
955,4769,1825,81,27
956,50,1251,94,22
957,1633,825,69,26
958,1945,1339,56,16
959,1824,4630,56,6
960,3388,979,91,49
961,2226,2012,87,41
962,4815,4783,56,2
963,549,698,91,6
964,3418,2076,68,43
965,4790,2828,99,29
966,2575,388,64,36
967,4629,1704,91,42
968,3389,3856,93,5
969,72,2704,90,10
970,852,518,86,32
971,1250,2202,91,15
972,2642,770,70,33
973,853,2337,66,18
974,1353,3295,85,45
975,4403,4225,50,43
976,779,3347,56,8
977,4274,4063,79,30
978,4122,2200,54,8
979,3180,4842,78,31
980,3451,4450,94,6
981,3415,3813,70,24
982,249,4668,91,32
983,1310,2388,71,12
984,207,3566,88,0
985,2404,2230,87,6
986,1217,1312,93,28
987,1813,4458,68,17
988,83,109,81,36
989,2034,3836,66,0
990,4080,180,83,0
991,1728,4603,92,12
992,606,703,51,50
993,2946,2651,98,34
994,2079,2159,88,46
995,3117,1497,60,10
996,1382,2816,86,40
997,2326,1313,52,25
998,2315,2102,66,6
999,1937,1144,88,39
1000,2585,3362,98,24
1001,4339,4518,70,35
1002,2195,2141,97,18
1003,480,3266,52,9
1004,4077,1032,94,36
1005,297,4039,65,29
1006,2570,3217,76,16
1007,1251,3698,70,8
1008,303,1218,76,40
1009,643,1634,70,35
1010,350,3518,78,8
1011,2364,1493,83,0
1012,2160,2603,60,15
1013,4143,3237,85,24
1014,1983,1576,70,26
1015,4672,1212,61,26
1016,4162,610,52,0
1017,3389,733,85,0
1018,1935,969,73,37
1019,4808,2640,84,1
1020,254,3404,92,7
1021,2129,2156,83,49
1022,2213,1867,85,32
1023,542,617,50,0
1024,4065,528,94,15
1025,124,199,50,0
1026,4247,4339,71,12
1027,4767,2460,79,34
1028,2272,3839,59,34
1029,2905,935,75,33
1030,1581,4786,97,30
1031,1810,711,90,10
1032,3642,4918,100,46
1033,3731,407,91,40
1034,3116,4890,59,3
1035,3051,193,98,12
1036,414,1337,50,29
1037,4137,3093,54,3
1038,540,516,84,4
1039,3499,2844,98,27
1040,2925,2547,86,47
1041,2867,2375,60,10
1042,71,3682,63,45
1043,1137,1340,87,29
1044,178,3736,74,41
1045,27,3719,75,10
1046,1712,4576,57,23
1047,4207,276,67,4
1048,2852,2797,72,44
1049,3751,3806,54,37
1050,4158,4064,85,3
1051,3300,151,78,0
1052,1252,56,99,43
1053,393,2262,58,29
1054,3262,3233,96,8
1055,1823,4953,89,42
1056,101,3493,60,44
1057,4950,4262,88,19
1058,2668,1529,59,42
1059,1399,1327,85,26
1060,3007,3494,63,21
1061,4893,4579,84,49
1062,4157,3836,65,19
1063,2659,2573,87,10
1064,784,235,95,24
1065,1725,3944,62,35
1066,3677,2050,87,49
1067,4146,3044,90,34
1068,4119,3459,81,41
1069,3863,1757,91,17
1070,4718,4677,89,20
1071,889,4029,72,38
1072,207,1463,55,3
1073,212,3351,89,9
1074,2207,2178,99,49
1075,4728,2076,97,14
1076,394,623,65,23
1077,4120,2258,73,33
1078,4327,4360,82,22
1079,2228,3381,79,9
1080,2784,3338,82,41
1081,5,699,64,16
1082,3548,1518,75,41
1083,4625,3978,63,41
1084,4111,1580,83,38
1085,414,3011,56,27
1086,139,3934,55,42
1087,631,203,88,1
1088,1332,2417,72,20
1089,1882,3893,85,31
1090,313,4251,73,13
1091,3586,1309,51,44
1092,1524,3044,90,9
1093,3210,728,87,26
1094,4651,1511,55,17
1095,3396,3553,96,37
1096,1551,1893,88,42
1097,376,624,98,3
1098,80,34,100,43
1099,3791,3739,89,19
1100,3784,3918,54,27
1101,1328,1105,79,36
1102,1594,918,70,40
1103,3344,51,92,10
1104,802,4299,91,2
1105,3441,3144,61,29
1106,606,4680,88,49
1107,3778,243,82,39
1108,4427,1935,93,46
1109,356,3314,94,6
1110,2227,4933,67,21
1111,3764,1112,66,34
1112,1463,490,55,4
1113,329,2971,85,39
1114,17,299,57,30
1115,4229,1309,90,10
1116,749,805,82,17
1117,3277,2973,71,50
1118,2531,2431,83,19
1119,3450,4299,84,47
1120,4684,4225,80,17
1121,1418,746,87,16
1122,1472,4679,52,2
1123,1871,4320,86,11
1124,4958,4834,76,11
1125,1745,1846,85,49
1126,565,97,83,25
1127,4365,2867,72,47
1128,4128,3980,84,1
1129,3267,4161,81,42
1130,2883,311,61,1
1131,4953,4765,53,35
1132,4267,2838,90,42
1133,4940,1775,51,22
1134,1808,4472,79,1
1135,548,3159,55,36
1136,1391,4527,81,18
1137,2645,4792,63,48
1138,1704,1769,92,42
1139,258,2673,70,28
1140,577,281,70,43
1141,4056,2943,59,42
1142,3403,3319,89,8
1143,3690,3540,71,22
1144,4607,2143,94,48
1145,290,1965,73,40
1146,1082,1045,76,32
1147,722,958,51,44
1148,4872,4511,94,35
1149,4348,3117,67,27
1150,2348,2496,88,46
1151,1551,2349,50,0
1152,3257,2539,56,21
1153,2082,1501,94,41
1154,3045,1256,85,7
1155,1250,359,58,49
1156,1019,1438,63,24
1157,204,3002,59,17
1158,3292,182,95,11
1159,2759,2611,68,39
1160,4427,1696,91,43
1161,393,2101,68,50
1162,2318,4694,80,43
1163,3693,920,52,0
1164,3339,1456,58,22
1165,3138,3117,57,36
1166,3388,415,94,2
1167,1567,4112,75,41
1168,2110,2040,78,8
1169,4162,240,69,44
1170,1075,1958,67,49
1171,4119,1295,77,3
1172,487,3134,89,23
1173,1871,4765,80,44
1174,4979,2885,81,10
1175,4971,4790,68,34
1176,3408,457,80,31
1177,666,1860,68,29
1178,375,184,74,15
1179,2696,1413,53,43
1180,4465,1309,84,13
1181,3045,4223,71,28
1182,4798,2181,58,42
1183,1808,4166,84,38
1184,1528,3281,51,39
1185,4306,1766,56,50
1186,4125,2660,93,3
1187,3198,2602,52,45
