linkId,sourceId,sinkId,keyRate,proDelay,bandwidth,weight,faultTime,is_cross_subdomain,src_subdomain,src_isGateway,dst_subdomain,dst_isGateway
87,602,859,4.1,8,2,2.5,-1,0,2,0,2,0
88,2751,2752,2.3,2,10,2.0,-1,0,6,0,6,0
89,3,5,2.1,5,10,2.4,-1,0,1,0,1,0
90,127,300,3.7,6,4,2.3,-1,0,1,0,1,0
91,1295,1311,2.1,5,2,2.8,-1,0,3,0,3,0
92,2155,2169,4.7,3,4,1.7,-1,0,5,0,5,0
93,1534,1556,4.0,5,10,1.8,-1,0,4,0,4,0
94,4073,4129,4.7,6,10,1.7,-1,0,9,0,9,0
95,310,2636,4.2,3,4,1.8,-1,1,1,1,6,1
96,3245,3260,4.9,2,8,1.3,-1,0,7,0,7,0
97,1445,1484,2.1,5,8,2.5,-1,0,3,0,3,0
98,4685,4693,4.4,3,6,1.7,-1,0,10,0,10,0
99,3544,3556,2.5,1,8,2.0,-1,0,8,0,8,0
100,4803,4914,4.6,7,4,2.1,-1,0,10,0,10,0
101,1508,1540,2.6,7,6,2.6,-1,0,4,0,4,0
102,754,812,2.9,3,4,2.2,-1,0,2,0,2,0
103,1397,1443,2.1,3,8,2.3,-1,0,3,0,3,0
104,2823,2978,3.0,1,6,1.9,-1,0,6,0,6,0
105,4084,4180,3.1,8,8,2.5,-1,0,9,0,9,0
106,2663,2760,4.0,8,6,2.3,-1,0,6,0,6,0
107,2749,2763,4.8,1,6,1.4,-1,0,6,0,6,0
108,149,180,2.5,4,2,2.5,-1,0,1,0,1,0
109,789,806,2.3,6,6,2.6,-1,0,2,0,2,0
110,3370,3376,4.2,5,8,1.8,-1,0,7,0,7,0
111,641,642,3.8,8,2,2.6,-1,0,2,0,2,0
112,1668,1677,3.2,9,4,2.7,-1,0,4,0,4,0
113,4567,4822,2.8,6,2,2.7,-1,0,10,0,10,0
114,1060,1269,3.6,8,4,2.5,-1,0,3,0,3,0
115,752,924,3.1,1,6,1.9,-1,0,2,0,2,0
116,2670,2884,3.9,10,2,2.7,-1,0,6,0,6,0
117,2830,2873,4.2,4,10,1.6,-1,0,6,0,6,0
118,3618,3626,2.9,6,6,2.4,-1,0,8,0,8,0
119,3630,3680,3.2,4,10,1.9,-1,0,8,0,8,0
120,2502,2519,2.4,6,8,2.5,-1,0,6,0,6,0
121,914,922,4.0,2,10,1.5,-1,0,2,0,2,0
122,2521,2532,3.7,6,10,2.0,-1,0,6,0,6,0
123,1592,1803,4.5,4,6,1.8,-1,0,4,0,4,0
124,353,360,2.6,9,10,2.6,-1,0,1,0,1,0
125,196,413,4.0,7,8,2.1,-1,0,1,0,1,0
126,4005,4008,3.3,3,10,1.8,-1,0,9,0,9,0
127,1223,1448,3.4,2,2,2.1,-1,0,3,0,3,0
128,2584,2588,2.9,10,10,2.6,-1,0,6,0,6,1
129,4057,4198,3.0,3,6,2.1,-1,0,9,0,9,0
130,3163,3167,2.7,3,4,2.3,-1,0,7,0,7,0
131,2781,2873,2.1,3,8,2.3,-1,0,6,0,6,0
132,4092,4421,3.8,1,8,1.6,-1,0,9,0,9,1
133,2053,2134,3.2,10,10,2.5,-1,0,5,0,5,0
134,2306,2314,2.6,6,8,2.4,-1,0,5,0,5,0
135,2347,2352,3.2,2,2,2.1,-1,0,5,0,5,0
136,4905,4938,4.7,1,8,1.3,-1,0,10,0,10,0
137,2904,2943,2.7,8,8,2.6,-1,0,6,0,6,0
138,2563,2650,2.2,3,2,2.5,-1,0,6,0,6,0
139,106,375,3.4,7,10,2.2,-1,0,1,0,1,0
140,235,260,5.0,9,6,2.1,-1,0,1,0,1,0
141,1779,1787,4.9,7,10,1.7,-1,0,4,0,4,0
142,2004,2134,4.4,8,8,2.1,-1,0,5,0,5,0
143,2298,2315,4.5,8,8,2.0,-1,0,5,0,5,0
144,2938,2941,4.7,7,8,1.9,-1,0,6,0,6,0
145,209,473,2.8,3,6,2.2,-1,0,1,0,1,0
146,2062,2075,4.3,8,8,2.1,-1,0,5,0,5,0
147,61,80,3.9,4,8,1.8,-1,0,1,0,1,0
148,3089,3110,2.2,4,4,2.5,-1,0,7,0,7,0
149,360,376,2.8,5,10,2.2,-1,0,1,0,1,0
150,2591,2833,2.2,2,4,2.3,-1,0,6,0,6,0
151,3152,3166,3.1,2,4,2.1,-1,0,7,0,7,0
152,571,596,2.2,6,6,2.6,-1,0,2,0,2,0
153,423,432,3.6,6,2,2.4,-1,0,1,0,1,0
154,736,892,2.6,6,8,2.4,-1,0,2,0,2,0
155,4531,4589,4.7,9,2,2.4,-1,0,10,0,10,0
156,3008,3121,4.6,9,8,2.1,-1,0,7,0,7,0
157,3274,3277,3.4,5,6,2.2,-1,0,7,0,7,0
158,4225,4253,4.3,6,10,1.8,-1,0,9,0,9,0
159,1309,1464,4.2,8,10,2.0,-1,0,3,0,3,0
160,3024,3102,4.7,7,4,2.1,-1,0,7,0,7,0
161,4054,4371,2.8,7,2,2.8,-1,0,9,0,9,0
162,2853,2954,3.2,10,8,2.6,-1,0,6,0,6,1
163,4149,4150,4.2,7,4,2.2,-1,0,9,0,9,0
164,3357,3396,4.9,8,2,2.2,-1,0,7,0,7,0
165,4990,4995,4.7,9,10,2.0,-1,0,10,0,10,0
166,3008,3013,4.0,1,8,1.5,-1,0,7,0,7,0
167,1595,1683,2.4,7,4,2.8,-1,0,4,0,4,0
168,394,495,2.2,6,6,2.6,-1,0,1,0,1,0
169,2708,2721,2.6,5,6,2.4,-1,0,6,0,6,0
170,4148,4154,4.3,6,6,2.0,-1,0,9,0,9,0
171,2106,2158,4.3,6,6,2.0,-1,0,5,0,5,0
172,4447,4487,4.5,7,2,2.2,-1,0,9,0,9,0
173,4920,4936,4.2,0,6,1.4,-1,0,10,0,10,0
174,624,728,2.7,1,2,2.2,-1,0,2,0,2,0
175,1083,1242,4.3,3,4,1.8,-1,0,3,0,3,0
176,2578,2611,4.5,9,4,2.4,-1,0,6,0,6,0
177,4210,4251,2.7,7,2,2.8,-1,0,9,0,9,0
178,4809,4839,3.7,3,8,1.8,-1,0,10,0,10,1
179,1053,1107,4.1,5,4,2.1,-1,0,3,0,3,0
180,313,314,3.8,1,4,1.8,-1,0,1,0,1,0
181,3592,3680,4.9,1,10,1.1,-1,0,8,0,8,0
182,4660,4716,2.1,4,10,2.3,-1,0,10,0,10,0
183,3712,3745,4.0,6,8,2.0,-1,0,8,0,8,0
184,2764,2774,4.8,3,2,1.8,-1,0,6,0,6,0
185,1903,1920,3.8,10,4,2.7,-1,0,4,0,4,0
186,2574,2613,2.3,4,10,2.2,-1,0,6,0,6,0
187,4055,4084,4.4,9,2,2.5,-1,0,9,0,9,0
188,3687,3688,3.0,6,6,2.4,-1,0,8,0,8,0
189,4635,4659,2.2,10,6,3.0,-1,0,10,0,10,0
190,2527,2538,2.0,6,8,2.6,-1,0,6,0,6,0
191,3967,3971,2.3,5,8,2.4,-1,0,8,0,8,0
192,3406,3409,4.1,6,4,2.2,-1,0,7,0,7,0
193,1985,1989,4.2,10,6,2.4,-1,0,4,0,4,0
194,3562,3922,3.8,8,8,2.3,-1,0,8,0,8,0
195,3944,3987,3.4,9,6,2.6,-1,0,8,0,8,0
196,1468,1470,3.0,3,2,2.3,-1,0,3,0,3,0
197,1781,1930,2.8,7,4,2.7,-1,0,4,0,4,0
198,2586,2852,4.3,9,10,2.1,-1,0,6,0,6,0
199,1168,1178,4.0,5,2,2.2,-1,0,3,0,3,0
200,2300,2495,3.5,5,4,2.2,-1,0,5,0,5,0
201,1228,1229,3.5,5,6,2.2,-1,0,3,0,3,0
202,3026,3124,3.0,9,6,2.7,-1,0,7,0,7,0
203,27,41,3.7,8,4,2.5,-1,0,1,0,1,0
204,2866,2906,2.3,6,8,2.5,-1,0,6,0,6,0
205,3427,3468,3.7,3,8,1.8,-1,0,7,0,7,0
206,1792,1796,3.9,7,8,2.1,-1,0,4,0,4,0
207,3900,3917,4.4,1,6,1.5,-1,0,8,0,8,0
208,4007,4043,2.7,3,6,2.2,-1,0,9,0,9,0
209,3385,3471,4.0,5,8,1.9,-1,0,7,0,7,0
210,4779,4788,3.7,5,8,2.0,-1,0,10,0,10,0
211,4369,4395,5.0,8,6,2.0,-1,0,9,0,9,0
212,4797,4842,3.1,7,6,2.5,-1,0,10,0,10,0
213,2882,2887,2.9,3,2,2.3,-1,0,6,0,6,0
214,4236,4280,4.2,5,2,2.1,-1,0,9,0,9,0
215,3126,3247,4.2,2,4,1.7,-1,0,7,0,7,0
216,1787,1866,2.6,7,6,2.6,-1,0,4,0,4,0
217,20,38,4.2,8,10,2.0,-1,0,1,0,1,0
218,39,51,2.8,1,4,2.1,-1,0,1,0,1,0
219,1224,1231,2.9,5,4,2.4,-1,0,3,0,3,0
220,2084,2089,2.9,8,4,2.7,-1,0,5,0,5,0
221,2029,2153,2.8,0,10,1.7,-1,0,5,0,5,0
222,2430,2497,2.9,2,8,1.9,-1,0,5,0,5,0
223,1523,1527,2.3,0,10,1.8,-1,0,4,0,4,0
224,2944,2947,2.9,7,8,2.4,-1,0,6,0,6,0
225,2792,2849,3.0,0,6,1.8,-1,0,6,0,6,0
226,13,35,4.8,7,2,2.2,-1,0,1,0,1,0
227,2893,2901,4.5,6,8,1.9,-1,0,6,0,6,0
228,1618,1764,2.2,10,2,3.2,-1,0,4,0,4,0
229,725,729,2.5,9,6,2.9,-1,0,2,0,2,0
230,1535,1766,2.3,3,2,2.5,-1,0,4,0,4,0
231,1609,1715,3.7,6,10,2.0,-1,0,4,0,4,0
232,375,387,3.8,9,4,2.6,-1,0,1,0,1,0
233,4134,4390,4.3,6,8,1.9,-1,0,9,0,9,0
234,1887,1925,4.7,4,10,1.5,-1,0,4,0,4,0
235,2527,2551,5.0,4,10,1.4,-1,0,6,0,6,0
236,2675,2678,3.9,9,2,2.6,-1,0,6,0,6,0
237,658,675,4.8,3,4,1.7,-1,0,2,0,2,0
238,825,852,2.8,1,4,2.1,-1,0,2,0,2,0
239,1169,1416,2.7,8,2,2.9,-1,0,3,0,3,0
240,1845,1928,2.5,6,8,2.5,-1,0,4,0,4,0
241,737,739,4.1,7,6,2.2,-1,0,2,0,2,0
242,2191,2336,2.1,4,6,2.5,-1,0,5,0,5,0
243,2886,2898,4.1,7,2,2.4,-1,0,6,0,6,0
244,1017,1022,4.1,4,10,1.7,-1,0,3,0,3,0
245,4118,4153,4.0,3,8,1.7,-1,0,9,0,9,0
246,1877,1880,2.3,3,4,2.4,-1,0,4,0,4,0
247,4697,4732,4.7,2,2,1.7,-1,0,10,0,10,0
248,4315,4401,2.2,4,10,2.2,-1,0,9,0,9,0
249,3528,3533,4.2,9,6,2.3,-1,0,8,0,8,0
250,3339,3368,3.3,7,6,2.4,-1,0,7,0,7,0
251,4199,4226,4.1,4,10,1.7,-1,0,9,0,9,0
252,4259,4277,3.6,7,2,2.5,-1,0,9,0,9,0
253,3278,3358,3.8,6,6,2.2,-1,0,7,0,7,0
254,4111,4113,3.8,0,2,1.8,-1,0,9,0,9,0
255,3118,3140,2.7,10,10,2.7,-1,0,7,1,7,0
256,1810,1826,3.8,0,6,1.6,-1,0,4,0,4,0
257,2030,2095,3.7,2,8,1.7,-1,0,5,0,5,0
258,2450,2452,3.6,7,6,2.3,-1,0,5,0,5,0
259,2434,2444,2.5,9,8,2.8,-1,0,5,0,5,0
260,1013,1024,3.9,7,2,2.4,-1,0,3,0,3,0
261,820,858,3.4,6,6,2.3,-1,0,2,0,2,0
262,1353,1358,3.0,1,4,2.0,-1,0,3,0,3,0
263,152,170,3.0,7,6,2.5,-1,0,1,0,1,0
264,1537,1704,4.0,6,10,1.9,-1,0,4,1,4,0
265,3419,3482,2.1,1,6,2.2,-1,0,7,0,7,0
266,883,914,2.8,1,8,1.9,-1,0,2,0,2,0
267,1017,1143,4.6,0,10,1.1,-1,0,3,0,3,0
268,4964,4968,3.4,0,4,1.8,-1,0,10,0,10,1
269,786,981,3.6,9,8,2.4,-1,0,2,0,2,0
270,555,560,3.9,0,4,1.6,-1,0,2,0,2,0
271,1742,1813,2.8,2,6,2.1,-1,0,4,0,4,0
272,794,842,3.3,7,2,2.6,-1,0,2,0,2,0
273,4820,4923,2.1,10,10,2.9,-1,0,10,0,10,0
274,3039,3197,4.4,2,6,1.6,-1,0,7,0,7,0
275,425,450,3.7,8,8,2.3,-1,0,1,0,1,0
276,4465,4466,2.3,1,8,2.0,-1,0,9,0,9,0
277,2156,2355,4.8,10,4,2.4,-1,0,5,0,5,0
278,4203,4237,3.5,4,10,1.9,-1,0,9,0,9,0
279,153,287,4.1,6,8,2.0,-1,0,1,0,1,0
280,2527,2793,4.9,3,8,1.4,-1,0,6,0,6,0
281,2675,2691,3.7,6,4,2.3,-1,0,6,0,6,0
282,2835,2909,4.8,8,4,2.2,-1,0,6,0,6,0
283,1040,1248,4.6,4,8,1.6,-1,0,3,0,3,0
284,2854,2922,3.0,8,6,2.6,-1,0,6,0,6,0
285,567,570,4.5,4,6,1.8,-1,0,2,0,2,0
286,4,164,4.5,9,8,2.1,-1,0,1,0,1,0
287,1504,1648,4.6,7,10,1.8,-1,0,4,0,4,0
288,3859,3875,3.5,5,10,2.0,-1,0,8,0,8,0
289,1430,1433,4.3,6,8,1.9,-1,0,3,0,3,0
290,850,858,4.8,3,4,1.7,-1,0,2,0,2,0
291,1196,1266,3.7,3,8,1.8,-1,0,3,0,3,0
292,2457,2468,2.1,7,8,2.7,-1,0,5,0,5,0
293,3878,3888,3.2,10,4,2.8,-1,0,8,0,8,0
294,4738,4746,3.5,0,4,1.8,-1,0,10,0,10,0
295,2768,2855,3.5,9,6,2.6,-1,0,6,0,6,0
296,3862,3880,4.6,7,2,2.2,-1,0,8,0,8,0
297,132,349,3.6,7,2,2.5,-1,0,1,0,1,0
298,2781,2794,4.2,6,4,2.1,-1,0,6,0,6,0
299,3559,3613,2.2,4,6,2.4,-1,0,8,0,8,1
300,1420,1425,3.9,6,2,2.3,-1,0,3,0,3,0
301,632,635,4.6,10,10,2.1,-1,0,2,0,2,0
302,3426,3498,3.1,5,8,2.2,-1,0,7,0,7,0
303,3660,3665,4.6,0,10,1.1,-1,0,8,0,8,0
304,2610,2683,2.2,10,6,3.0,-1,0,6,0,6,0
305,4154,4173,5.0,1,8,1.2,-1,0,9,0,9,0
306,1279,1385,4.9,10,2,2.4,-1,0,3,0,3,0
307,1320,1423,3.3,4,2,2.3,-1,0,3,0,3,0
308,3164,3205,2.1,0,6,2.1,-1,0,7,0,7,0
309,3057,3079,3.1,6,4,2.5,-1,0,7,0,7,0
310,4191,4240,2.7,6,10,2.3,-1,0,9,0,9,0
311,1223,1261,4.0,2,4,1.8,-1,0,3,0,3,0
312,3375,3388,2.5,9,8,2.8,-1,0,7,0,7,0
313,4727,4745,3.9,3,8,1.7,-1,0,10,0,10,0
314,3113,3159,4.7,2,4,1.6,-1,0,7,0,7,0
315,2343,2460,3.4,4,8,2.0,-1,0,5,0,5,0
316,2296,2348,2.8,0,8,1.8,-1,0,5,0,5,0
317,1,135,4.7,10,10,2.1,-1,0,1,0,1,0
318,4849,4856,2.5,7,6,2.6,-1,0,10,0,10,0
319,147,189,5.0,4,8,1.5,-1,0,1,0,1,0
320,1540,1547,4.1,7,6,2.2,-1,0,4,0,4,0
321,3725,3888,2.6,6,8,2.4,-1,0,8,0,8,0
322,4379,4412,2.3,6,10,2.4,-1,0,9,0,9,0
323,2570,2587,3.1,4,6,2.2,-1,0,6,0,6,0
324,3136,3264,2.1,10,8,3.0,-1,0,7,0,7,0
325,4051,4058,2.8,9,2,3.0,-1,0,9,0,9,0
326,4631,4633,4.7,7,6,2.0,-1,0,10,0,10,0
327,541,759,4.3,3,10,1.5,-1,0,2,0,2,0
328,3113,3280,4.4,3,4,1.8,-1,0,7,0,7,0
329,2220,2245,3.9,10,4,2.6,-1,0,5,0,5,0
330,3166,3372,3.9,10,2,2.7,-1,0,7,0,7,0
331,2352,2364,2.9,7,2,2.7,-1,0,5,0,5,0
332,2802,2866,3.7,2,2,2.0,-1,0,6,0,6,0
333,823,859,4.7,5,8,1.7,-1,0,2,0,2,0
334,3662,3724,2.5,2,10,1.9,-1,0,8,1,8,0
335,4715,4748,4.6,5,10,1.6,-1,0,10,0,10,0
336,4923,4926,3.5,4,4,2.2,-1,0,10,0,10,0
337,1067,1219,2.8,7,6,2.6,-1,0,3,0,3,0
338,174,184,4.2,5,2,2.1,-1,0,1,0,1,0
339,1614,1617,3.4,1,4,1.9,-1,0,4,0,4,0
340,3505,3511,4.3,3,8,1.6,-1,0,8,0,8,0
341,4346,4356,4.9,8,6,2.0,-1,0,9,0,9,0
342,1617,1622,2.3,6,2,2.8,-1,0,4,0,4,0
343,3608,3609,2.8,1,8,1.9,-1,0,8,0,8,0
344,126,143,3.1,10,6,2.8,-1,0,1,0,1,0
345,1607,1614,3.8,10,6,2.6,-1,0,4,0,4,0
346,4446,4479,2.3,3,8,2.2,-1,0,9,0,9,0
347,3212,3380,2.1,8,6,2.9,-1,0,7,0,7,0
348,4339,4353,4.7,3,2,1.8,-1,0,9,0,9,0
349,4358,4366,3.9,7,6,2.2,-1,0,9,0,9,0
350,170,186,3.9,1,4,1.7,-1,0,1,0,1,0
351,3050,3052,2.1,0,6,2.1,-1,0,7,0,7,1
352,4657,4662,5.0,1,2,1.5,-1,0,10,0,10,0
353,2208,2248,2.7,8,4,2.8,-1,0,5,0,5,0
354,4099,4371,3.2,5,10,2.0,-1,0,9,0,9,0
355,4052,4259,3.3,2,8,1.8,-1,0,9,0,9,0
356,4219,4436,4.0,7,10,2.0,-1,0,9,0,9,0
357,1433,1434,3.2,4,2,2.3,-1,0,3,0,3,0
358,4516,4888,4.1,3,8,1.7,-1,0,10,0,10,0
359,3370,3444,3.3,3,6,2.0,-1,0,7,0,7,0
360,4158,4197,2.3,10,6,3.0,-1,0,9,0,9,0
361,3342,3345,3.6,10,6,2.6,-1,0,7,0,7,0
362,3641,3678,2.2,4,4,2.5,-1,0,8,0,8,0
363,2531,2874,4.9,7,2,2.1,-1,0,6,0,6,0
364,3198,3337,4.0,10,10,2.3,-1,0,7,0,7,0
365,3643,3687,4.9,0,6,1.2,-1,0,8,1,8,0
366,2041,2192,2.7,2,10,1.9,-1,0,5,1,5,0
367,1447,1453,2.6,8,4,2.8,-1,0,3,0,3,0
368,413,479,3.8,3,6,1.9,-1,0,1,0,1,0
369,366,367,4.3,9,2,2.5,-1,0,1,0,1,0
370,4538,4539,2.8,2,4,2.2,-1,0,10,0,10,0
371,2154,2254,3.6,2,2,2.0,-1,0,5,0,5,0
372,4119,4326,4.0,0,4,1.6,-1,0,9,0,9,1
373,879,888,2.0,3,10,2.2,-1,0,2,0,2,0
374,1178,1221,3.0,2,6,2.0,-1,0,3,0,3,0
375,2157,2259,2.2,6,10,2.4,-1,0,5,0,5,0
376,818,878,2.3,1,8,2.0,-1,0,2,0,2,0
377,4471,4485,3.3,5,10,2.0,-1,0,9,0,9,0
378,2024,2144,3.8,7,10,2.1,-1,0,5,0,5,0
379,4564,4713,2.7,9,2,3.0,-1,0,10,0,10,0
380,4049,4267,4.2,10,10,2.2,-1,0,9,0,9,0
381,1389,1404,2.9,10,2,3.0,-1,0,3,0,3,0
382,155,305,2.2,7,8,2.6,-1,0,1,0,1,0
383,4429,4488,3.3,1,8,1.7,-1,0,9,0,9,0
384,1392,1409,4.1,7,2,2.4,-1,0,3,0,3,0
385,705,708,4.7,5,10,1.6,-1,0,2,0,2,0
386,1565,1566,2.4,2,6,2.2,-1,0,4,0,4,0
387,4032,4034,3.9,9,10,2.2,-1,0,9,0,9,0
388,3743,3931,4.1,6,10,1.9,-1,0,8,0,8,0
389,4271,4316,3.6,7,10,2.1,-1,0,9,0,9,0
390,102,149,3.8,1,2,1.9,-1,0,1,0,1,0
391,1454,1469,4.6,10,10,2.1,-1,0,3,0,3,0
392,2025,2490,4.2,3,8,1.6,-1,0,5,0,5,0
393,2094,2095,3.4,3,8,1.9,-1,0,5,0,5,0
394,2806,2826,3.0,7,8,2.4,-1,0,6,0,6,0
395,805,831,3.2,1,6,1.8,-1,0,2,0,2,0
396,4265,4272,3.3,10,6,2.7,-1,0,9,0,9,0
397,3165,3402,3.1,2,8,1.9,-1,0,7,0,7,0
398,137,143,2.2,1,2,2.3,-1,0,1,0,1,0
399,1148,1399,3.3,5,4,2.3,-1,0,3,0,3,0
400,4176,4200,3.7,9,10,2.3,-1,0,9,0,9,0
401,3448,3461,3.7,10,2,2.8,-1,0,7,0,7,0
402,3508,3512,3.2,10,8,2.6,-1,0,8,0,8,0
403,4368,4370,4.6,0,6,1.3,-1,0,9,0,9,0
404,1579,1622,3.8,5,2,2.3,-1,0,4,0,4,0
405,545,611,3.7,3,4,2.0,-1,0,2,0,2,0
406,589,654,4.0,3,2,2.0,-1,0,2,0,2,0
407,797,832,3.1,8,6,2.6,-1,0,2,0,2,0
408,3603,3749,2.3,4,10,2.2,-1,0,8,0,8,0
409,181,334,2.7,6,10,2.3,-1,0,1,0,1,0
410,1528,1576,4.9,9,10,1.9,-1,0,4,0,4,0
411,4026,4377,4.0,8,2,2.5,-1,0,9,0,9,0
412,1632,1633,3.8,10,6,2.6,-1,0,4,0,4,0
413,524,673,2.1,4,6,2.5,-1,0,2,1,2,0
414,4732,4768,4.8,5,2,2.0,-1,0,10,0,10,0
415,2604,2732,2.5,2,10,1.9,-1,0,6,0,6,0
416,3311,3348,4.0,1,4,1.7,-1,0,7,0,7,0
417,1351,1354,4.2,0,2,1.6,-1,0,3,0,3,0
418,3803,3810,4.2,3,8,1.6,-1,0,8,0,8,0
419,2777,2889,3.3,5,4,2.3,-1,0,6,0,6,0
420,3283,3286,3.1,5,10,2.1,-1,0,7,0,7,0
421,3689,3708,3.8,0,4,1.7,-1,0,8,0,8,0
422,4423,4427,2.5,9,2,3.0,-1,0,9,0,9,0
423,191,500,4.0,4,8,1.8,-1,0,1,0,1,0
