demandId,sourceId,sinkId,demandVolume,arriveTime
110,718,151,85,46
111,245,1152,90,7
112,1330,1444,65,34
113,1158,922,70,47
114,1973,977,85,23
115,212,704,55,17
116,1531,1328,70,4
117,909,171,85,45
118,40,956,70,41
119,1510,1913,55,34
120,1507,1150,75,3
121,325,1595,75,46
122,1060,1118,90,10
123,365,616,100,18
124,1946,1661,50,50
125,1926,1673,75,44
126,1505,1396,75,19
127,702,624,80,47
128,1732,1708,75,6
129,1571,1688,60,5
130,1971,1929,80,41
131,1094,1863,50,44
132,1329,1501,100,43
133,1252,1842,80,8
134,1163,588,55,41
135,859,726,75,39
136,1626,1331,85,15
137,831,783,100,30
138,258,750,60,23
139,68,453,65,2
140,109,174,65,9
141,1845,1261,75,36
142,1678,496,70,26
143,943,378,70,16
144,1465,1007,95,18
145,1212,135,70,50
146,457,446,60,37
147,1362,1179,50,46
148,662,855,75,18
149,1689,1285,100,3
150,335,1960,50,39
151,825,665,60,48
152,294,1153,65,8
153,114,886,95,24
154,1617,1270,50,32
155,1663,1031,90,33
156,1526,1467,65,2
157,582,361,75,45
158,821,1010,65,39
159,887,908,50,4
160,1837,403,65,50
161,1177,820,70,42
162,1528,1418,100,15
163,711,358,60,49
164,685,936,95,12
165,454,505,80,11
166,1439,1484,50,23
167,104,371,100,25
168,1384,313,75,47
169,1460,1223,75,48
170,1396,1932,80,11
171,92,1532,90,21
172,1329,510,95,33
173,1230,999,75,26
174,1566,1533,75,48
175,1256,1802,85,36
176,1480,312,65,16
177,1550,1603,95,17
178,321,761,95,39
179,477,1723,70,15
180,1059,1278,55,3
181,708,44,95,45
182,636,521,75,7
183,226,1542,90,34
184,1567,1709,90,24
185,1378,1055,85,37
186,569,839,85,35
187,1324,1963,60,35
188,1099,747,50,45
189,1524,270,95,23
190,939,893,85,13
191,1497,316,90,17
192,1713,1568,95,30
193,1810,1657,90,14
194,627,389,50,45
195,1225,1718,55,37
196,224,91,95,37
197,1984,1973,80,25
198,103,444,100,43
199,1726,1738,95,45
200,1102,425,90,20
201,1873,1318,80,50
202,1137,1072,100,46
203,1925,1749,50,30
204,1081,724,70,23
205,73,1877,80,12
206,1610,1977,100,22
207,779,981,100,49
208,25,982,80,42
209,1202,1135,85,2
210,1659,1359,65,12
211,1416,1561,85,8
212,955,1057,90,42
213,1093,455,90,30
214,1819,1655,75,35
215,1857,523,85,23
216,1823,1762,50,39
217,1282,1467,90,4
218,1778,1237,100,10
219,1775,692,50,33
220,173,871,75,44
221,1247,1560,60,4
222,1612,1413,70,27
223,430,1803,95,5
224,1084,1555,85,20
225,492,962,65,39
226,1448,1219,50,42
227,776,1015,80,18
228,1311,1807,90,18
229,1311,1581,85,33
230,1890,1358,65,41
231,295,538,60,4
232,768,595,60,21
233,119,701,100,18
234,1039,75,70,2
235,1164,1016,100,32
236,1443,1733,65,42
237,635,774,55,38
238,28,415,85,7
239,1455,1739,90,43
240,57,62,95,49
241,1429,1521,100,2
242,1834,1432,55,6
243,1649,1164,60,5
244,1522,1478,65,50
245,1357,1725,80,33
246,736,205,60,41
247,1361,1349,100,43
248,1997,1536,55,49
249,9,340,80,41
250,266,460,100,18
251,1582,783,60,29
252,1305,1389,55,42
253,1732,1778,80,28
254,1305,1729,100,28
255,143,1623,70,32
256,1111,236,55,3
257,1080,1767,85,46
258,1698,1851,95,16
259,1399,1627,75,13
260,971,801,85,23
261,328,532,80,25
262,515,1100,60,46
263,1396,1942,50,36
264,1441,1674,65,8
265,1243,1432,100,50
266,780,1847,65,2
267,540,249,100,2
268,1176,838,55,49
269,51,541,80,7
270,1027,1163,100,35
271,775,1874,65,13
272,623,996,55,23
273,593,130,60,38
274,161,1488,50,5
275,1057,213,85,20
276,640,20,55,49
277,1915,475,80,26
278,912,5,70,15
279,1240,1715,50,37
280,1173,563,80,3
281,1665,1303,70,11
282,1740,1418,90,44
283,215,538,65,8
284,1983,313,80,33
285,1815,1476,60,15
286,1944,1475,60,21
287,922,544,80,49
288,1204,1819,70,19
289,592,1292,85,9
290,1508,1273,50,26
291,1218,1430,50,27
292,1560,1440,50,29
293,1002,1607,85,43
294,167,55,65,33
295,1370,660,85,35
296,796,592,90,41
297,1652,1498,60,6
298,1679,25,70,9
299,219,1226,90,9
300,1972,148,50,5
301,985,642,85,12
302,1810,1403,95,3
303,1081,1306,90,44
304,906,219,70,32
305,1254,1238,95,36
306,349,191,50,48
307,1289,1566,55,43
308,1659,1487,55,31
309,1063,621,50,49
310,1919,1551,75,27
311,469,1163,70,31
312,1417,480,100,45
313,114,638,80,49
314,788,828,75,36
315,229,1958,100,25
316,1442,1307,85,50
317,876,1912,75,30
318,1401,1148,95,3
319,1837,315,65,48
320,1468,161,65,27
321,1181,1406,100,31
322,1824,1600,75,42
323,882,13,95,50
324,979,469,70,33
325,1322,249,95,7
326,1226,1603,50,39
327,760,539,95,47
328,1414,1807,95,39
329,1216,1305,100,15
330,1437,487,85,35
331,974,203,70,36
332,1608,1966,80,22
333,742,660,60,15
334,675,49,50,36
335,798,110,50,20
336,228,114,75,15
337,1635,1276,65,18
338,1398,1776,65,3
339,1990,1965,70,41
340,286,180,90,13
341,769,1787,50,31
342,1690,1331,50,2
343,151,126,50,11
344,1742,1328,80,31
345,1844,1451,75,23
346,1572,1525,70,30
347,284,259,75,14
348,437,1969,95,29
349,1495,1325,70,47
350,458,60,55,29
351,1469,1983,65,35
352,1823,1445,60,23
353,649,136,55,8
354,1645,1481,85,11
355,302,462,100,14
356,1171,468,50,14
357,1344,1747,75,34
358,1666,1305,60,7
359,945,1195,85,13
360,1370,1391,80,16
361,1980,1464,100,17
362,1979,1455,50,36
363,1319,153,50,49
364,453,95,70,37
365,1065,51,100,42
366,1691,1288,50,36
367,1990,796,90,47
368,987,1087,80,46
369,352,730,55,8
370,33,546,60,25
371,345,1320,90,3
372,1605,1943,70,21
373,390,664,65,5
374,1097,14,80,22
375,1553,1874,100,31
376,1680,1989,85,10
377,1785,1401,55,8
378,1701,1793,60,30
379,1270,1778,55,46
380,925,1476,80,35
381,132,982,55,2
382,1667,1213,95,35
383,1352,1564,55,44
384,1642,1307,85,28
385,1769,1499,80,16
386,421,426,75,10
387,1113,88,55,23
388,66,1041,60,28
389,518,1145,85,14
390,1429,1376,100,30
391,967,1069,55,6
392,352,904,50,30
393,1562,1981,50,27
394,1389,6,90,28
395,132,920,90,43
396,1758,963,80,19
397,895,329,80,49
398,1981,1415,70,8
399,1268,1361,70,32
400,1562,1540,65,24
401,38,745,95,21
402,1102,1988,80,37
403,264,880,95,23
404,22,1663,65,42
405,660,79,85,20
406,6,390,60,23
407,563,405,60,22
408,1789,235,85,30
409,812,1427,80,36
410,1827,1595,95,38
411,1455,423,100,46
412,1220,798,85,47
413,1471,1795,85,50
414,1120,589,65,45
415,1766,1229,95,25
416,1004,834,55,26
417,1910,1375,100,26
418,606,197,50,16
419,651,38,60,44
420,1831,1787,100,17
421,1949,400,100,32
422,679,763,50,8
423,334,273,70,45
424,665,1031,50,41
425,912,1852,75,47
426,1478,1958,100,5
427,1709,1615,100,30
428,1965,1893,100,6
429,1248,1991,75,43
430,676,326,55,41
431,1675,913,95,26
432,824,83,100,42
433,1483,1745,65,11
434,41,522,65,5
435,1924,965,100,21
436,1270,1517,85,33
437,673,1909,60,23
438,1811,1386,95,28
439,1778,1617,55,46
440,1708,1814,55,25
441,220,386,100,43
442,38,626,95,47
443,1622,1347,75,45
444,1533,1986,100,42
445,2,1763,65,16
446,1744,1785,90,20
447,224,714,55,27
448,372,239,60,50
449,777,1069,100,39
450,1263,1208,100,3
451,940,1644,80,13
452,267,1040,90,49
453,15,1016,90,7
454,240,505,75,48
455,1792,1809,80,27
456,673,807,50,44
457,1108,1732,65,3
458,1052,749,95,36
459,1725,1868,50,24
460,1995,1441,55,42
461,1253,1165,90,15
462,964,486,70,14
463,1831,1797,70,38
464,1245,926,65,28
465,873,278,65,22
466,1492,1870,80,35
467,1564,1782,50,46
468,1232,1952,90,33
469,1794,1868,85,41
470,1163,1959,100,50
471,1573,1719,65,20
472,1889,1018,85,11
473,775,977,70,46
474,628,80,70,8
475,117,907,80,31
476,955,954,80,11
477,53,1858,55,36
478,1721,1748,85,49
479,305,391,70,17
480,1490,1214,50,41
481,838,1192,80,20
482,1334,1768,85,21
483,384,460,60,40
484,805,646,100,14
485,1444,1522,60,27
486,1322,1492,90,17
487,538,110,70,35
488,504,549,85,3
489,599,869,95,48
490,1235,1800,100,13
491,1522,1577,95,23
492,1243,1353,55,28
493,1317,1682,100,12
494,857,634,90,47
495,1778,1481,95,4
496,1314,1985,90,21
497,191,303,75,18
498,858,666,90,11
499,1306,1358,80,10
500,1109,486,85,32
501,747,791,65,16
502,1771,1912,55,13
503,526,760,75,35
504,1795,1541,55,10
505,1418,1923,100,37
506,1024,1021,85,27
507,1422,1438,80,16
508,1620,1397,70,2
509,539,842,70,8
510,501,820,95,30
511,869,1153,70,18
512,307,128,85,29
513,1546,1893,75,47
514,938,77,60,10
515,1225,1939,70,27
516,1895,1311,95,27
517,425,1197,90,23
518,1669,894,55,28
519,235,784,95,13
520,1129,397,55,32
521,149,323,75,6
522,1865,1825,85,8
523,691,460,65,25
524,327,355,100,11
525,911,1967,100,37
526,1999,1256,70,22
527,1703,1953,70,43
528,1371,1761,85,3
529,397,1355,100,22
530,163,343,50,42
531,597,530,50,24
532,1575,1716,85,18
533,555,1006,100,23
534,1910,1220,90,4
535,1651,1360,85,28
536,1551,1382,80,21
537,928,1127,90,31
538,1681,1707,90,21
539,1215,1653,55,16
540,1627,1526,90,44
541,1995,1255,65,9
542,314,1759,60,31
543,1735,1263,80,4
544,1050,301,85,36
545,527,1323,65,14
546,700,402,75,40
547,69,1543,70,36
548,1756,1728,60,42
549,153,823,60,18
550,1792,1577,75,10
551,955,1194,70,50
552,357,538,90,36
553,1444,1583,55,26
554,1286,1609,50,44
555,1182,176,65,25
556,1735,902,65,21
557,966,3,55,33
558,1698,1306,80,46
559,983,958,75,21
560,966,585,80,8
561,461,870,70,8
562,1864,602,55,43
563,671,138,95,43
564,105,961,55,4
565,1017,1138,100,8
566,362,25,70,45
567,713,592,85,16
568,471,360,95,43
569,353,964,100,45
570,1476,1864,55,42
571,1856,1436,60,38
572,1555,310,90,43
573,1886,1865,65,22
574,1286,1615,90,18
575,1998,1937,70,37
576,1241,1897,50,45
577,471,1655,55,10
578,1960,1788,85,32
579,1589,1747,55,10
580,1986,1205,85,33
581,1669,617,55,22
582,744,1067,80,43
583,1729,1722,90,23
584,1803,1827,65,40
585,434,692,50,39
586,581,93,55,45
587,1462,1472,85,20
588,1415,1388,70,33
589,650,298,95,18
590,146,1748,50,35
591,1724,1825,50,44
592,1811,1428,65,3
593,1182,1622,90,40
594,108,930,60,12
595,564,1090,95,42
596,320,303,50,27
597,1472,1359,70,8
598,1879,1338,95,41
599,1504,1760,80,22
600,1936,289,90,49
601,1502,358,70,4
602,1307,1694,60,46
603,1899,1686,95,17
604,881,1281,85,28
605,1545,1749,70,22
606,1553,1348,60,28
607,868,914,100,22
608,1442,569,90,30
609,1191,437,60,35
610,673,891,50,12
611,1541,1880,65,37
612,772,1456,80,22
613,228,314,80,13
614,1633,716,80,4
615,738,839,50,37
616,1340,1923,50,25
617,128,954,95,36
618,1544,1829,50,44
619,648,476,55,35
620,269,268,90,34
621,1448,1455,50,2
622,1892,1381,65,2
623,1750,848,50,23
624,583,611,65,31
625,1629,1393,90,11
626,1116,1391,90,27
627,1753,1977,90,49
628,1627,1280,85,42
629,1556,1838,60,48
630,1563,887,100,42
631,1282,1736,60,5
632,286,1278,65,2
633,1524,559,85,6
634,1380,1750,50,36
635,1091,587,55,50
636,673,316,80,38
637,452,344,60,12
638,1952,344,65,47
639,35,426,95,31
640,1654,985,80,43
641,876,1110,80,12
642,1391,1683,55,25
643,1957,1588,70,6
644,920,1775,75,46
645,1649,1282,55,39
646,373,1882,90,5
647,545,711,85,2
648,1551,871,100,10
649,928,1024,85,48
650,115,522,60,41
651,1744,1566,100,12
652,1424,1263,95,21
653,1964,260,60,44
654,1659,1224,90,28
655,522,86,65,23
656,679,701,90,17
657,1734,1819,70,39
658,1186,922,60,47
659,1501,214,80,14
660,1772,1751,90,39
661,1196,1632,100,36
662,1610,1861,85,43
663,1552,1590,100,19
664,1486,1728,95,22
665,1965,1888,75,40
666,425,384,55,5
667,334,581,95,11
668,1561,1748,65,17
669,1230,1211,75,25
670,1366,1445,90,34
671,1521,1797,75,31
672,1632,563,60,34
673,1225,1852,100,16
674,1412,1261,70,27
675,462,502,100,15
676,241,495,100,35
677,1294,1978,95,8
678,508,729,80,7
679,657,1123,100,40
680,79,1108,50,24
681,750,448,75,37
682,1403,1534,85,25
683,265,922,65,3
684,1273,1527,100,11
685,1551,664,95,28
686,275,1777,55,19
687,908,235,95,40
688,1494,1277,100,50
689,1365,1907,50,45
690,1347,1264,95,21
691,642,1299,55,29
692,767,1704,85,38
693,1528,1353,75,42
694,83,278,100,12
695,1984,1838,100,4
696,1227,1051,60,31
697,615,117,95,34
698,1900,1448,95,45
699,346,583,55,19
700,1955,355,75,18
701,1440,1497,90,7
702,1180,514,55,37
703,1130,80,95,9
704,725,980,85,42
705,56,579,60,34
706,1340,485,70,23
707,1289,1134,90,21
708,478,1469,90,49
709,1407,439,85,19
710,1909,1381,95,18
711,1391,1011,50,4
712,238,239,95,13
713,177,418,80,13
714,81,189,90,35
715,1774,1236,80,24
716,1139,1117,90,3
717,1185,778,85,44
718,1570,1362,60,3
719,1180,74,50,37
720,445,394,100,44
721,193,906,50,24
722,817,1701,85,3
723,1929,1913,55,38
724,1212,446,85,20
725,236,1037,65,50
726,1498,1237,100,44
727,230,490,75,30
728,47,510,75,45
729,1807,1577,60,44
730,1279,1463,95,10
731,1933,1016,75,24
732,734,941,75,42
733,773,428,80,34
734,402,1019,50,46
735,901,1232,90,19
736,1262,870,80,40
737,1224,1214,50,2
738,1613,1812,55,23
739,1933,281,100,37
740,122,1230,55,10
741,1736,1210,65,26
742,1268,1481,60,19
743,1403,1456,60,20
744,1421,1232,95,43
745,1546,1748,100,20
746,1493,1913,85,45
747,351,499,50,2
748,1184,1010,60,24
749,1755,1910,55,38
750,1764,1546,50,27
751,1524,1316,100,30
752,1180,862,60,21
753,637,1064,70,29
754,1016,1756,50,41
755,1122,1002,75,32
756,298,493,85,12
757,529,483,70,36
758,1573,1732,85,33
759,1481,1730,70,31
760,1929,1473,80,17
761,1006,181,50,45
762,1434,1309,90,15
763,1373,1789,75,30
764,1239,1325,60,44
765,1205,1726,90,40
766,1460,1282,50,41
767,1115,231,55,45
768,777,141,50,4
769,1322,1305,80,17
770,407,769,70,43
771,819,46,85,21
772,1548,1927,100,45
773,1560,1465,55,34
774,1713,1453,50,18
775,1998,1438,60,4
776,547,56,100,11
777,1848,1903,60,14
778,1781,1563,50,22
779,1230,1210,95,32
780,177,190,75,31
781,1859,1341,65,15
782,452,1071,80,37
783,1474,1904,100,50
784,912,426,60,34
785,1096,753,85,26
786,1190,666,75,30
787,1800,397,75,48
788,833,739,75,24
789,143,388,60,23
790,1972,1993,90,28
791,1081,1844,90,22
792,1394,1964,80,36
793,1216,861,75,3
794,1785,1539,80,50
795,1927,1328,80,19
796,728,523,90,32
797,1639,1790,90,12
798,174,975,100,27
799,1687,703,70,34
800,25,230,85,9
801,916,420,65,4
802,1794,1879,50,5
803,1800,1389,60,23
804,839,436,75,18
805,866,571,80,43
806,1904,95,70,23
807,1214,1677,65,17
808,257,582,70,30
809,1660,1615,95,34
810,1160,1509,75,10
811,591,356,95,18
812,642,719,100,42
813,437,990,90,20
814,1931,1568,70,31
815,1876,427,50,20
816,850,668,55,46
817,1929,1684,70,25
818,700,1061,50,23
819,1075,960,100,49
820,1939,5,80,15
821,238,854,65,32
822,1611,1464,50,29
823,212,1194,95,23
824,744,1511,100,8
825,1702,1418,55,35
826,1447,1018,55,39
827,1258,961,80,43
828,302,698,55,14
829,1298,1361,90,43
830,1128,335,85,25
831,1695,1786,100,41
832,832,1622,75,22
833,1109,882,95,19
834,1125,441,60,13
835,1620,630,95,35
836,223,3,55,44
837,20,1976,65,17
838,916,96,100,11
839,1741,1049,70,6
840,1931,1922,95,44
841,337,75,95,31
842,1169,1055,85,48
843,1809,1359,55,7
844,1704,1940,90,2
845,1620,1901,55,47
846,1556,1261,80,30
847,1638,965,85,20
848,1292,1992,65,26
849,1029,211,50,18
850,1711,1689,90,41
851,83,397,50,39
852,306,125,90,23
853,814,463,95,11
854,797,524,85,8
855,1654,1429,70,16
856,946,529,100,28
857,781,466,95,19
858,1728,1552,85,18
859,557,953,95,15
860,1577,1326,100,21
861,988,1178,85,26
862,127,734,90,36
863,836,1815,95,15
864,890,1437,90,28
865,1333,1354,55,27
866,1914,1610,100,49
867,954,287,55,46
868,362,1391,90,44
869,209,73,85,31
870,966,109,80,21
871,1346,1871,75,35
872,419,913,100,5
873,392,478,90,20
874,752,1609,65,7
875,262,738,95,28
876,552,952,100,22
877,1073,762,60,48
878,978,863,55,46
879,1754,1217,85,38
880,1299,753,50,42
881,950,323,50,22
882,662,423,65,44
883,1403,1864,55,10
884,1470,272,80,3
885,1172,78,75,22
886,1829,1822,85,21
887,433,165,50,10
888,488,338,100,36
889,1976,1796,70,23
890,1898,62,95,25
891,812,893,90,50
892,1854,1888,85,29
893,1862,1669,95,22
894,1707,1628,75,38
895,1782,1791,55,42
896,1453,1346,60,28
897,1942,1831,90,7
898,474,1081,65,4
899,1351,1681,85,35
900,212,667,65,30
901,1448,1894,65,8
902,1174,850,90,46
903,1830,1545,65,24
904,1406,1140,95,21
905,1962,1493,55,12
906,1998,1879,65,50
907,153,963,70,22
908,1423,1233,95,47
909,33,300,60,14
910,1409,1590,60,25
911,344,719,90,5
912,1410,1938,60,20
913,349,419,75,22
914,1475,1778,85,6
915,873,802,55,26
916,1189,254,60,46
917,620,1124,85,19
918,1938,1945,65,23
919,1413,1964,55,20
920,1512,1974,95,10
921,961,1053,90,28
922,1846,1487,65,10
923,1260,1832,85,46
924,1016,199,50,11
925,1215,585,65,8
926,1453,1933,85,18
927,1789,1508,100,4
928,1419,1906,60,35
929,1125,1259,55,4
930,1334,1714,80,2
931,797,1648,100,33
932,1133,392,80,16
933,1958,1661,70,19
934,912,561,65,15
935,1564,1245,70,45
936,1721,1527,80,2
937,810,324,60,43
938,307,491,80,15
939,1488,1603,65,48
940,456,1506,75,27
941,734,515,70,6
942,1382,1315,80,42
943,729,797,60,39
944,1034,926,90,44
945,430,677,85,4
946,1507,121,60,23
947,1466,1652,60,8
948,1953,1797,75,48
949,873,167,55,19
950,693,91,100,42
951,642,1560,65,24
952,1928,1715,55,32
953,1154,91,60,43
954,1326,1522,65,44
955,441,444,80,34
956,1932,1933,75,4
957,206,458,70,48
958,1968,1201,100,21
959,343,694,90,25
960,1398,1732,60,26
961,141,378,50,42
962,1755,190,60,48
963,186,1813,65,23
964,389,822,70,43
965,1238,1565,85,11
966,456,1181,60,18
967,1284,1714,50,22
968,1279,1695,75,17
969,638,303,50,50
970,334,1144,80,6
971,1703,208,55,16
972,315,451,95,3
973,153,399,50,19
974,1368,1339,75,43
975,1243,1882,90,40
976,979,150,60,32
977,1934,920,75,42
978,796,819,60,14
979,849,269,70,5
980,122,796,90,33
981,1276,1640,50,50
982,345,226,75,28
983,1250,1859,90,44
984,249,270,65,16
985,732,1798,75,25
986,1261,879,75,27
987,236,583,65,34
988,1221,1194,75,39
989,1169,829,90,6
990,736,1232,90,11
991,134,289,90,18
992,865,13,65,41
993,1481,1995,95,30
994,519,523,70,35
995,1244,1755,80,39
996,1305,1463,90,4
997,560,871,50,24
998,1488,1780,75,33
999,24,1805,65,14
1000,1714,1236,90,2
1001,936,538,85,41
1002,1809,1771,60,27
1003,1786,1870,100,26
1004,1346,1823,50,38
1005,294,1882,100,20
1006,595,736,50,21
1007,1642,1384,70,31
1008,1093,590,75,3
1009,1820,1288,55,31
1010,1246,197,75,2
1011,1708,1343,75,28
1012,1327,1681,100,27
1013,1338,794,75,22
1014,1598,1287,90,40
1015,1597,1341,95,42
1016,1646,1209,50,43
1017,1812,1735,80,22
1018,1762,1809,90,27
1019,1328,811,95,33
1020,1020,1006,60,12
1021,1362,129,65,12
1022,1412,178,70,13
1023,661,304,50,18
1024,697,311,65,3
1025,1235,1201,50,27
1026,1815,1600,65,46
1027,1311,742,55,38
1028,308,1209,55,4
1029,677,408,80,38
1030,244,1055,85,8
1031,1218,1538,65,26
1032,591,306,65,23
1033,254,14,95,7
1034,1186,555,100,7
1035,154,1488,70,47
1036,1472,404,60,5
1037,1694,1806,60,37
1038,623,93,80,8
1039,236,875,60,11
1040,1159,1898,65,12
1041,309,1519,90,28
1042,1553,1675,100,50
1043,1423,1896,55,19
1044,1663,1490,50,47
1045,1331,1628,60,42
1046,1715,1736,70,23
1047,306,1523,70,10
1048,263,660,60,18
1049,139,955,95,11
1050,95,1456,60,20
1051,1436,1768,65,3
1052,1047,967,60,16
1053,1652,1607,60,46
1054,1588,1926,50,2
1055,1107,1119,50,8
1056,1941,265,65,10
1057,1521,1413,85,35
1058,799,1138,95,12
1059,211,761,90,44
1060,812,263,100,12
1061,985,606,70,44
1062,527,540,65,23
1063,32,794,50,43
1064,1565,1346,95,33
1065,1514,1561,95,8
1066,1478,1410,65,23
1067,1300,1326,65,50
1068,1838,886,60,40
1069,1295,52,75,26
1070,620,464,55,42
1071,1574,1957,85,28
1072,1765,1935,60,39
1073,1087,1073,70,49
1074,1725,1614,90,19
1075,237,751,80,49
1076,1023,523,85,26
1077,1425,1728,70,5
1078,1798,1247,90,50
1079,541,1771,95,31
1080,1215,1497,85,39
1081,640,1076,75,15
1082,1769,1675,80,6
1083,1941,1709,70,2
1084,1219,1427,90,14
1085,1981,1562,50,43
1086,921,774,85,4
1087,1101,1369,95,5
1088,1981,1651,80,17
1089,1926,1421,65,26
1090,23,614,50,10
1091,1860,1801,85,14
1092,1879,76,55,48
1093,1480,1113,75,29
1094,194,373,85,48
1095,1411,1549,60,28
1096,1793,1776,55,33
1097,1644,1560,65,29
1098,1386,1322,60,39
1099,1968,1441,60,20
1100,971,39,75,40
1101,771,517,100,36
1102,171,842,95,32
1103,1571,1956,85,31
1104,1276,506,65,36
1105,214,428,60,46
1106,1399,1906,70,14
1107,1382,1701,90,11
1108,1733,1705,55,19
1109,1782,1415,80,12
1110,1274,1414,95,12
1111,1698,527,60,13
1112,451,1994,60,35
1113,367,1643,65,14
1114,394,411,90,48
1115,1004,832,55,14
1116,68,193,90,22
1117,218,685,60,48
1118,631,580,60,15
1119,846,515,75,40
1120,153,536,50,26
1121,200,1594,60,33
1122,1672,1921,100,3
1123,1844,1875,95,47
1124,702,986,70,4
1125,782,931,100,8
1126,1673,1883,70,21
1127,1386,1238,55,12
1128,1322,1247,70,23
1129,372,1643,60,13
1130,118,746,95,11
1131,1782,1780,70,25
1132,547,744,80,30
1133,1307,1881,100,3
1134,1361,1002,90,44
1135,237,688,100,38
1136,956,1023,65,38
1137,848,10,65,46
1138,1236,1073,100,24
1139,1406,1556,50,19
1140,1806,1501,80,12
1141,561,1479,95,46
1142,412,1354,65,14
1143,1874,1635,100,31
1144,1558,725,70,9
1145,908,1459,75,14
1146,49,1994,75,37
1147,1708,1374,65,15
1148,1146,559,90,30
1149,1523,1433,90,43
1150,1541,1228,95,25
1151,1487,1768,95,7
1152,1076,1208,95,3
1153,407,1093,75,17
1154,1795,1394,50,39
1155,508,834,100,49
1156,1959,1738,70,23
1157,2000,1230,90,32
1158,1415,1257,75,38
1159,1561,3,75,5
1160,1424,1381,90,46
1161,1522,212,60,24
1162,835,740,85,10
1163,1847,1796,65,13
1164,597,809,100,14
1165,1473,1909,50,2
1166,1454,448,85,2
1167,403,1785,90,28
1168,1315,1544,55,37
1169,1179,581,80,40
1170,894,1246,70,34
1171,672,236,70,27
1172,1807,1673,100,31
1173,1408,1731,70,31
1174,45,875,100,50
1175,1421,1530,75,12
1176,1477,1923,95,8
1177,47,1553,70,37
1178,840,65,65,49
1179,1230,1944,75,43
1180,1543,1644,80,25
1181,985,175,50,37
1182,328,374,100,26
1183,1298,1424,95,10
1184,385,1008,100,10
1185,1813,1861,85,44
1186,1889,1305,50,49
1187,509,1021,60,23
1188,1210,1543,60,45
1189,1186,1268,100,25
1190,1857,1573,100,44
1191,876,548,70,42
1192,932,1081,55,9
1193,1652,1744,100,5
1194,22,467,75,24
1195,1674,1419,80,13
1196,1876,1492,100,21
1197,597,538,55,11
1198,1390,1727,80,44
1199,388,242,80,30
1200,525,1452,80,43
1201,877,1009,90,3
1202,1965,1840,100,38
1203,1468,1474,70,5
1204,1225,410,75,38
1205,762,1647,80,21
1206,1359,1634,85,4
1207,255,741,65,14
1208,267,824,80,19
1209,44,339,60,20
1210,1451,61,75,50
1211,724,564,65,47
1212,427,1368,60,3
1213,732,441,80,22
1214,1205,1223,70,48
1215,161,1089,65,10
1216,788,1060,80,42
1217,617,1083,55,20
1218,609,1744,65,21
1219,1423,1729,50,46
1220,1815,1658,100,15
1221,675,1854,85,6
1222,1078,215,75,11
1223,1098,322,70,14
1224,1056,283,55,4
1225,1335,1801,95,6
1226,1034,704,75,45
1227,1574,1863,80,36
