358,1808,1785,60,6
359,816,919,65,40
360,724,936,90,31
361,4234,4254,70,2
362,246,98,80,35
363,4643,4973,80,41
364,865,940,80,27
365,4882,4971,70,46
366,1782,2175,70,43
367,252,672,95,11
368,2485,2411,50,13
369,879,737,65,29
370,710,734,100,49
371,798,777,90,31
372,929,849,85,7
373,4610,4826,65,9
374,789,698,65,13
375,1816,2139,50,48
376,669,799,90,22
377,1899,2131,100,33
378,1268,1261,75,12
379,2022,2081,85,47
380,4827,4869,80,18
381,4201,3823,70,26
382,2658,2697,75,7
383,1836,2047,80,18
384,949,738,65,47
385,795,706,70,33
386,1773,1780,70,44
387,2497,2401,60,7
388,894,963,100,2
389,1299,1222,65,11
390,1861,1777,95,8
391,2605,2441,60,23
392,1864,2200,95,32
393,698,968,65,37
394,2442,2619,95,14
395,2150,2131,75,44
396,1871,2081,60,21
397,645,621,85,11
398,298,111,95,46
399,2028,2148,75,31
400,159,233,100,5
401,1000,1246,65,34
402,1900,1865,90,26
403,2167,1787,55,10
404,2199,2161,95,45
405,4254,3878,50,42
406,2452,2408,100,41
407,1234,943,85,12
408,2411,2124,85,46
409,631,954,85,21
410,740,636,100,31
411,607,637,55,7
412,3816,3807,75,44
413,606,803,80,3
414,3807,3898,85,28
415,2603,2646,70,20
416,702,888,55,11
417,3055,3001,60,43
418,121,151,75,17
419,1210,835,70,48
420,672,715,50,6
421,2172,2190,60,46
422,4635,4289,80,48
423,41,143,95,20
424,1763,2099,50,15
425,737,680,85,18
426,812,683,50,4
427,882,1257,70,21
428,953,708,100,46
429,876,1255,100,43
430,921,1267,75,15
431,3044,2679,75,28
432,879,904,50,10
433,989,1296,50,31
434,770,811,60,11
435,4669,4288,75,30
436,649,855,85,32
437,2083,2428,85,6
438,1754,1720,90,38
439,1299,1251,75,14
440,267,8,55,11
441,2082,2054,100,21
442,80,38,50,18
443,25,237,70,7
444,814,956,55,40
445,989,795,100,38
446,3063,3095,65,36
447,823,705,60,29
448,4858,4811,100,49
449,281,51,60,19
450,26,132,60,41
451,2182,2425,55,37
452,734,684,55,2
453,1709,2030,75,22
454,2031,1828,55,24
455,1779,2021,95,9
456,238,180,55,38
457,902,932,90,37
458,2439,2494,60,21
459,639,970,90,39
460,834,671,60,18
461,691,262,65,37
462,2179,1853,80,13
463,289,233,55,9
464,3824,3831,85,49
465,3088,3057,85,26
466,2047,1866,70,29
467,671,245,100,29
468,285,261,80,19
469,4665,4821,50,7
470,286,264,85,24
471,4279,4299,50,19
472,2001,2183,85,49
473,276,83,55,8
474,639,717,55,24
475,3066,2667,65,45
476,4613,4941,95,10
477,2041,1823,75,10
478,996,788,90,14
479,10,33,85,43
480,4971,4833,90,8
481,1736,1720,75,46
482,4676,4675,85,29
483,739,648,65,36
484,671,281,85,21
485,3032,3097,100,40
486,630,896,80,4
487,892,726,75,31
488,2698,3021,65,27
489,167,48,55,17
490,182,103,85,40
491,4645,4979,70,20
492,4876,4861,65,26
493,1892,2196,85,6
494,267,142,60,16
495,803,918,50,40
496,696,963,70,2
497,4628,4841,90,10
498,1848,2009,90,25
499,1822,2003,95,12
500,1823,1736,65,8
501,4637,4617,70,10
502,772,630,85,19
503,975,617,100,19
504,742,836,65,2
505,1704,2020,60,50
506,4608,4966,75,47
507,4646,4258,70,34
508,699,713,80,19
509,3031,2691,55,29
510,4613,4266,80,47
511,2080,1880,90,22
512,662,940,80,34
513,4940,4959,70,9
514,4646,4248,85,33
515,742,281,80,4
516,1837,1879,50,42
517,2016,1886,80,44
518,45,78,85,43
519,2643,3053,85,40
520,1865,2169,80,39
521,4678,4949,85,43
522,153,155,100,39
523,4948,4829,50,28
524,819,780,100,47
525,4217,3882,70,5
526,1246,970,70,4
527,1723,2092,95,15
528,4217,3864,95,38
529,4998,4978,60,20
530,1809,1714,90,20
531,88,40,85,38
532,979,1211,65,35
533,2151,1806,100,29
534,2059,1714,65,27
535,4938,4984,80,5
536,3848,3881,70,25
537,913,792,55,29
538,3044,2656,55,37
539,4820,4692,60,8
540,2177,1789,70,21
541,978,682,70,5
542,1262,1251,50,30
543,3010,3080,90,3
544,969,623,50,37
545,868,924,60,49
546,4265,4299,70,37
547,4260,4605,70,24
548,2415,2413,80,47
549,2686,3018,70,4
550,110,210,75,14
551,2113,2426,90,37
552,224,235,80,9
553,70,253,55,25
554,636,723,65,3
555,990,1241,80,40
556,4917,4902,80,3
557,923,736,85,48
558,691,849,55,41
559,1785,1707,85,41
560,4677,4631,70,32
561,1863,1783,100,49
562,1233,933,100,47
563,980,938,95,24
564,1720,2064,60,46
565,1,283,90,22
566,649,241,85,37
567,2496,2685,75,7
568,4995,4886,80,21
569,1844,1723,65,8
570,18,135,60,23
571,874,795,50,41
572,604,233,100,5
573,647,656,95,8
574,2130,1747,100,42
575,2110,1846,75,6
576,4844,4804,80,10
577,4634,4980,90,3
578,1770,2087,100,44
579,954,654,60,10
580,985,680,60,24
581,76,170,65,9
582,2619,2661,80,11
583,4803,4678,65,5
584,4817,4616,95,49
585,858,913,100,40
586,909,684,100,38
587,2010,1794,55,28
588,2415,2073,70,26
589,610,689,65,2
590,4663,4875,75,43
591,1885,2091,55,18
592,938,984,85,9
593,2605,2437,75,39
594,4867,4637,95,14
595,884,933,50,35
596,1203,964,55,29
597,2475,2679,60,13
598,1857,1724,85,44
599,2163,2198,50,5
600,298,156,60,31
601,803,978,80,3
602,2053,2176,80,42
603,1715,1796,65,45
604,1205,914,55,7
605,3021,2635,50,47
606,2115,2140,75,44
607,876,898,55,27
608,1869,1752,80,7
609,622,802,65,39
610,2002,1780,55,15
611,4245,4226,50,47
612,3815,3824,75,22
613,696,999,90,45
614,95,126,90,35
615,226,41,55,29
616,791,849,55,10
617,1274,1276,100,21
618,2064,1796,100,47
619,1821,1723,50,38
620,1761,1864,75,35
621,91,68,90,33
622,4274,4277,70,31
623,4983,4698,75,20
624,806,695,80,10
625,2131,2427,55,49
626,1810,1807,50,10
627,918,905,100,29
628,135,227,100,44
629,1737,1754,95,10
630,885,793,65,15
631,4914,4810,100,18
632,167,10,90,9
633,4622,4884,70,8
634,1755,1879,50,11
635,2059,1877,75,19
636,1248,913,65,11
637,207,251,55,41
638,2135,1812,50,42
639,1869,2048,50,44
640,644,676,75,7
641,975,1283,95,50
642,2073,1815,50,9
643,676,665,95,9
644,2683,2638,95,30
645,4672,4953,90,2
646,697,866,70,19
647,1807,1794,95,5
648,1222,1246,100,30
649,885,1243,90,19
650,3062,3002,100,41
651,987,624,95,7
652,222,636,50,27
653,2642,2636,60,26
654,1296,1237,95,21
655,1780,1821,100,12
656,2473,2645,100,50
657,4856,4889,80,15
658,799,902,90,32
659,861,798,85,8
660,1203,1217,55,21
661,1754,1728,90,42
662,2061,1878,90,16
663,4667,4603,65,44
664,2696,2411,75,14
665,2075,1744,80,33
666,963,938,50,7
667,2606,3034,95,25
668,679,901,70,43
669,3809,3887,75,37
670,4659,4279,65,41
671,2485,2636,80,35
672,4653,4663,85,18
673,2448,2430,50,24
674,945,736,75,47
675,2671,2458,60,38
676,2642,2405,55,19
677,2053,2001,90,10
678,876,765,65,34
679,964,933,95,36
680,4882,4951,60,15
681,4937,4852,55,43
682,4984,4861,100,17
683,701,998,65,45
684,1876,1861,100,40
685,8,263,60,39
686,683,814,100,17
687,626,754,90,37
688,933,1261,90,18
689,1220,969,70,9
690,2113,2054,80,21
691,4822,4665,100,17
692,125,42,95,16
693,933,920,75,44
694,2133,2186,65,5
695,4607,4808,65,39
696,1872,1767,60,10
697,750,883,60,6
698,4856,4923,100,49
699,2095,1735,100,6
700,4201,3876,60,27
701,1268,1215,55,11
702,4927,4946,60,32
703,1260,1227,65,39
704,801,797,75,19
705,4672,4845,85,45
706,4894,4990,50,20
707,2143,1731,75,44
708,4264,4646,60,5
709,2188,2429,85,4
710,4921,4875,50,2
711,37,208,60,34
712,1757,1847,75,49
713,949,643,90,22
714,3074,3067,60,47
715,1760,2067,95,46
716,2107,2019,50,21
717,942,1235,60,23
718,56,89,60,39
719,613,978,80,20
720,277,210,95,13
721,30,118,70,8
722,36,282,55,39
723,114,267,80,29
724,690,967,100,17
725,4959,4918,85,2
726,105,240,65,14
727,2632,2675,80,35
728,1210,907,85,34
729,982,767,90,6
730,977,903,70,20
731,19,66,50,5
732,672,905,60,15
733,123,113,55,36
734,37,106,85,12
735,3881,3838,75,34
736,1717,1859,65,44
737,4905,4968,90,23
738,1726,1801,90,37
739,1834,1761,95,27
740,1282,912,75,47
741,2674,3065,85,40
742,987,999,75,47
743,1250,909,65,48
744,4966,4677,85,46
745,4279,4618,55,3
746,239,684,95,21
747,4626,4607,95,49
748,646,768,65,10
749,4857,4983,70,34
750,4202,3873,100,50
751,2450,2612,70,20
752,879,871,80,32
753,4946,4920,50,25
754,4864,4855,100,13
755,201,184,55,24
756,2181,1792,80,24
757,1895,2161,85,32
758,924,644,70,28
759,903,1254,95,43
760,218,130,50,8
761,166,101,65,29
762,224,167,80,2
763,1886,1818,70,10
764,618,796,70,5
765,4848,4853,80,4
766,4249,4654,90,35
767,4802,4613,95,40
768,272,664,80,12
769,4868,4837,60,7
770,146,614,80,49
771,17,197,75,28
772,236,33,70,37
773,4861,4868,80,20
774,2104,2043,75,11
775,88,185,65,7
776,1278,1203,80,7
777,669,621,50,33
778,2491,2677,85,49
779,768,924,55,9
780,835,775,55,25
781,694,283,55,8
782,966,666,90,33
783,1735,1785,70,26
784,909,634,95,14
785,2014,1720,65,28
786,4997,4855,85,21
787,994,745,50,12
788,4657,4829,85,6
789,854,865,90,32
790,2112,1821,95,49
791,665,824,85,17
792,1893,1741,60,7
793,3076,3067,75,44
794,37,293,55,12
795,758,834,50,19
796,801,663,95,20
797,4862,4904,60,11
798,2458,2653,60,26
799,937,823,60,49
800,968,874,85,48
801,186,252,100,49
802,2674,2490,95,31
803,2098,1804,70,38
804,857,851,100,32
805,4910,4647,55,41
806,663,731,80,13
807,4878,4907,50,31
808,298,176,50,42
809,2420,2615,95,31
810,1244,988,85,2
811,233,285,55,7
812,1812,2090,55,14
813,883,678,90,34
814,215,4,70,23
815,1834,1721,80,10
816,2137,2180,80,9
817,2153,1775,95,11
818,3853,4222,85,37
819,756,678,55,5
820,2637,2697,90,30
821,3888,4232,95,27
822,4905,4693,65,14
823,2088,2101,100,33
824,18,33,75,10
825,1874,1899,95,8
826,4808,4879,75,13
827,1819,1730,60,17
828,262,14,65,34
829,1869,1718,85,17
830,1854,2089,95,37
831,2133,1737,90,48
832,1296,1251,65,49
833,649,710,100,37
834,675,952,65,7
835,919,972,70,34
836,2149,1900,95,9
837,1891,1868,75,25
838,4280,4256,50,31
839,3009,3069,75,12
840,293,658,85,20
841,715,692,90,5
842,2071,1779,95,39
843,4695,4609,85,12
844,1759,1778,70,33
845,4698,4839,65,49
846,2696,2661,90,35
847,617,601,95,15
848,171,142,70,29
849,2037,1870,80,27
850,1891,2018,100,18
851,1884,1738,75,10
852,850,836,70,32
853,1797,1804,60,30
854,297,214,55,42
855,1858,2158,95,16
856,4617,4644,65,32
857,259,641,100,35
858,4232,3892,55,26
859,3900,3863,70,40
860,2060,2011,95,49
861,2020,1771,75,9
862,93,144,50,15
863,1243,1224,50,36
864,2420,2100,85,18
865,955,602,75,45
866,888,1223,100,5
867,249,110,60,23
868,966,1291,75,29
869,2480,2618,55,23
870,183,29,80,48
871,4949,4698,75,2
872,3887,4210,50,38
873,970,867,50,7
874,835,828,90,3
875,224,733,60,39
876,269,150,100,19
877,2039,2108,80,16
878,2153,1887,60,49
879,994,754,55,10
880,62,81,100,9
881,831,634,75,15
882,697,728,55,15
883,2407,2419,100,14
884,4866,4981,75,42
885,221,201,75,13
886,2199,2462,70,16
887,1208,1237,100,34
888,2403,2494,50,22
889,975,636,60,42
890,4971,4947,65,41
891,3879,4212,75,5
892,274,297,65,7
893,1815,2026,95,16
894,229,238,95,37
895,631,922,95,11
896,206,95,80,24
897,626,761,70,37
898,988,892,100,21
899,2080,2440,60,22
900,2145,2476,100,14
901,2657,2465,95,31
902,4835,4647,75,7
903,4647,4286,85,5
904,836,746,65,8
905,3810,3852,70,8
906,602,664,85,17
907,89,29,95,40
908,704,649,70,46
909,200,615,80,27
910,613,148,90,14
911,672,675,55,27
912,810,620,60,37
913,1794,2118,95,49
914,2070,1814,55,40
915,2664,3022,80,29
916,2455,2409,100,10
917,941,807,60,8
918,3031,2689,70,44
919,915,721,70,36
920,106,101,55,43
921,108,282,95,48
922,891,1215,90,39
923,4279,4300,55,48
924,691,681,70,35
925,1860,2120,85,4
926,2467,2147,70,35
927,1263,1270,55,45
928,722,989,75,43
929,1845,2199,75,50
930,4894,4687,75,49
931,2035,2184,100,27
932,667,812,100,40
933,2454,2155,65,24
934,279,177,95,24
935,726,643,80,15
936,848,742,85,24
937,4298,4620,55,40
938,963,634,80,46
939,820,901,95,26
940,2041,2126,85,33
941,2633,2495,90,27
942,3053,3049,85,3
943,142,230,95,22
944,215,183,80,20
945,4979,4804,95,5
946,286,124,80,22
947,129,92,75,44
948,1749,1774,100,39
949,1880,2069,85,48
950,168,299,75,27
951,896,812,100,42
952,867,680,65,20
953,285,689,50,47
954,2628,2605,55,41
955,2645,2670,60,15
956,1715,1835,100,29
957,721,718,90,5
958,696,678,100,47
959,2160,1827,100,9
960,927,888,85,9
961,826,602,75,35
962,4893,4886,75,26
963,664,719,80,20
964,275,670,100,48
965,1892,2091,95,40
966,676,774,75,50
967,854,698,95,24
968,2199,1786,85,35
969,1836,2049,55,5
970,4241,3881,50,6
971,2028,2180,90,5
972,4898,4816,70,30
973,2063,2179,100,22
974,2022,2115,90,25
975,4989,4987,65,8
976,1846,2079,95,16
977,1804,1866,75,22
978,202,70,55,39
979,814,922,95,15
980,1746,2058,100,45
981,644,717,70,33
982,1869,2143,50,9
983,1722,2119,50,26
984,4878,4966,65,50
985,2454,2650,90,39
986,2141,2455,55,4
987,205,47,60,11
988,244,99,75,34
989,2080,1731,70,9
990,153,79,50,4
991,2132,2402,55,6
992,4609,4661,50,18
993,2636,2462,55,5
994,48,33,95,15
995,2011,1900,75,39
996,202,232,85,15
997,4241,3873,75,49
998,2042,2187,75,18
999,715,298,85,31
1000,907,896,85,7
1001,2626,3039,70,50
1002,2635,2608,75,40
1003,1858,1769,75,32
1004,2065,2135,70,25
1005,629,246,90,17
1006,656,836,60,30
1007,3891,3817,90,27
1008,4876,4931,65,24
1009,1723,1890,95,13
1010,799,602,90,38
1011,2667,2481,90,15
1012,900,761,75,44
1013,4631,4688,60,31
1014,4206,4286,65,39
1015,849,703,65,12
1016,4697,4288,90,11
1017,866,913,75,23
1018,1793,1795,100,49
1019,2621,2464,75,41
1020,2035,2040,65,45
1021,1226,950,80,22
1022,286,180,60,9
1023,79,82,100,7
1024,209,268,70,18
1025,2051,1846,95,26
1026,4978,4955,100,16
1027,2117,2127,50,39
1028,643,216,75,11
1029,12,264,50,19
1030,4943,4632,95,50
1031,2469,2444,85,37
1032,2194,2138,100,17
1033,928,605,100,36
1034,4898,4918,50,49
1035,1812,2008,90,10
1036,947,673,60,4
1037,898,867,70,28
1038,4968,4879,60,16
1039,813,636,70,43
1040,4829,4989,55,46
1041,18,182,75,25
1042,2478,2119,55,17
1043,2123,2453,90,20
1044,4221,4256,80,38
1045,901,674,65,18
1046,4996,4932,90,50
1047,718,604,80,39
1048,822,921,65,29
1049,4699,4888,60,39
1050,4679,4905,60,20
1051,1818,2179,75,33
1052,2472,2451,55,11
1053,3043,3036,50,29
1054,4264,4653,100,6
1055,828,762,85,23
1056,640,285,75,3
1057,243,230,70,42
1058,4830,4613,55,45
1059,1710,1827,65,11
1060,976,1000,75,24
1061,293,661,65,9
1062,862,791,70,26
1063,4880,4653,95,39
1064,250,32,95,7
1065,882,645,65,36
1066,2055,1725,75,45
1067,106,67,75,23
1068,3095,2696,75,40
1069,603,879,75,8
1070,3075,3009,70,7
1071,2476,2455,55,22
1072,4651,4679,60,37
1073,693,710,65,35
1074,4923,4967,90,29
1075,4978,4894,90,33
1076,833,902,75,21
1077,630,979,60,35
1078,3072,3089,90,3
1079,864,698,55,8
1080,237,176,60,5
1081,2617,3041,95,31
1082,648,150,85,4
1083,3848,3866,90,29
1084,862,1209,95,13
1085,136,94,75,48
1086,1892,2143,75,16
1087,2696,3045,50,28
1088,653,780,75,3
1089,2086,2413,100,49
1090,933,1271,80,6
1091,684,941,90,15
1092,2190,2111,70,22
1093,3846,3813,85,2
1094,1899,1781,95,25
1095,1752,2076,100,22
1096,843,612,75,40
1097,217,74,100,24
1098,4976,4672,55,38
1099,715,709,75,47
1100,804,882,100,50
1101,4990,4870,65,38
1102,1291,1287,60,39
1103,4250,4232,65,11
1104,4231,3848,70,33
1105,708,846,75,29
1106,1885,1808,60,26
1107,3071,3094,85,26
1108,2694,2615,90,19
1109,616,250,50,17
1110,44,296,65,43
1111,2084,1787,70,47
1112,941,651,90,6
1113,4631,4632,85,34
1114,109,615,55,25
1115,4686,4837,100,50
1116,2457,2128,70,3
1117,123,158,75,10
1118,4812,4655,90,31
1119,1863,2008,85,4
1120,1819,2174,85,27
1121,2665,3042,55,14
1122,2466,2447,85,43
1123,3065,3041,70,25
1124,156,185,85,28
1125,4858,4881,95,47
1126,1860,2124,75,31
1127,2149,2411,70,45
1128,4827,4645,90,3
1129,3803,3873,50,34
1130,1711,1838,55,40
1131,3024,2631,75,26
1132,3061,2697,75,15
1133,2626,2698,70,31
1134,12,244,60,17
1135,1744,1868,65,8
1136,928,1226,90,23
1137,725,892,55,48
1138,2152,1740,60,2
1139,243,52,100,23
1140,4860,4630,70,27
1141,1884,1811,60,41
1142,2028,2125,55,29
1143,2081,1805,60,39
1144,14,59,100,44
1145,1205,805,60,42
1146,1741,1823,80,38
1147,702,716,95,3
1148,2474,2409,60,21
1149,4891,4856,75,15
1150,55,57,75,11
1151,3862,3878,70,6
1152,708,673,65,12
1153,869,1249,55,42
1154,839,983,100,34
1155,770,908,80,23
1156,2118,1877,65,29
1157,2445,2695,55,7
1158,103,259,100,7
1159,164,162,90,14
1160,264,100,50,12
1161,755,733,95,46
1162,720,962,60,4
1163,868,808,85,34
1164,4941,4828,65,49
1165,4686,4839,95,32
1166,3897,4237,95,28
1167,236,201,100,31
1168,162,121,65,47
1169,4250,4255,75,29
1170,4609,4214,50,13
1171,4926,4632,70,41
1172,1257,1280,65,14
1173,2651,3019,85,19
1174,1799,1747,75,21
1175,3877,3874,70,7
1176,1770,1806,100,47
1177,634,981,65,3
1178,3013,2641,70,36
1179,4632,4846,75,30
1180,2057,2110,75,23
1181,884,962,95,20
1182,2139,2081,50,48
1183,4828,4890,65,44
1184,4969,4637,55,23
1185,1259,1261,75,48
1186,862,752,80,45
1187,4808,4909,75,35
1188,2047,2038,95,37
1189,735,832,65,33
1190,143,90,70,24
1191,2107,2189,60,19
1192,109,78,90,17
1193,2085,2427,50,26
1194,1733,2024,60,14
1195,1829,1797,65,26
1196,1839,2072,100,38
1197,961,1256,60,48
1198,4949,4805,60,18
1199,1808,1713,75,23
1200,4903,4931,85,37
1201,4657,4987,55,45
1202,1824,1857,55,49
1203,2114,1807,50,46
1204,2633,2699,70,12
1205,4640,4292,50,41
1206,2617,3019,95,24
1207,2053,1762,70,35
1208,712,714,65,18
1209,225,253,75,26
1210,712,917,80,41
1211,4820,4936,55,46
1212,1841,1754,55,19
1213,948,825,85,46
1214,237,604,50,2
1215,11,23,55,5
1216,2176,2002,55,4
1217,751,847,75,5
1218,3888,4220,65,37
1219,723,870,85,26
1220,3027,3093,65,20
1221,962,876,100,46
1222,79,296,80,40
1223,2012,2117,85,38
1224,980,722,70,42
1225,2488,2147,60,18
1226,161,6,55,37
1227,1841,1812,95,18
1228,4834,4947,65,21
1229,4827,4938,85,10
1230,4933,4621,55,45
1231,4606,4926,90,9
1232,820,779,90,42
