linkId,sourceId,sinkId,keyRate,proDelay,bandwidth,weight,faultTime,is_cross_subdomain,src_subdomain,src_isGateway,dst_subdomain,dst_isGateway
30,271,1109,3.0,4,10.0,1.8,-1,0,0,0,0,0
31,236,593,4.5,5,8.0,1.5,-1,0,0,0,0,0
32,482,1063,4.8,5,8.0,1.41,-1,0,0,0,0,0
33,857,940,2.7,4,9.0,1.94,-1,0,0,0,0,0
34,309,583,4.6,1,10.0,1.17,-1,0,0,0,0,0
35,796,930,2.6,3,8.0,1.97,-1,0,0,0,0,1
36,708,817,3.5,1,10.0,1.5,-1,0,0,0,0,0
37,209,352,3.5,1,8.0,1.6,-1,0,0,0,0,0
38,109,1168,3.9,0,10.0,1.33,-1,0,0,0,0,0
39,403,1120,4.6,5,8.0,1.47,-1,0,0,0,0,0
40,306,1187,2.0,0,9.0,1.95,-1,0,0,0,0,0
41,177,1073,3.7,1,10.0,1.44,-1,0,0,0,0,0
42,111,719,2.5,3,10.0,1.9,-1,0,0,0,0,0
43,155,237,2.8,3,10.0,1.81,-1,0,0,0,0,0
44,679,1176,3.8,5,9.0,1.66,-1,0,0,0,0,0
45,388,475,3.5,5,8.0,1.8,-1,0,0,0,0,0
46,80,93,4.6,1,9.0,1.22,-1,0,0,0,0,1
47,29,542,4.0,3,10.0,1.45,-1,0,0,0,0,0
48,636,954,3.2,2,10.0,1.64,-1,0,0,0,0,0
49,206,1077,3.4,0,8.0,1.58,-1,0,0,0,0,0
50,181,266,2.3,2,9.0,1.96,-1,0,0,0,0,0
51,67,1184,4.9,2,8.0,1.23,-1,0,0,0,0,0
52,548,962,4.0,0,8.0,1.4,-1,0,0,0,0,0
53,914,1056,3.4,2,10.0,1.58,-1,0,0,0,0,0
54,110,736,2.3,5,9.0,2.11,-1,0,0,0,0,0
55,668,771,4.1,3,9.0,1.47,-1,0,0,0,0,0
56,692,1128,3.8,5,8.0,1.71,-1,0,0,0,0,0
57,819,1169,2.1,2,10.0,1.97,-1,0,0,0,0,0
58,54,548,2.6,3,8.0,1.97,-1,0,0,0,0,0
59,314,623,3.7,2,9.0,1.54,-1,0,0,0,0,0
60,305,1069,4.0,3,9.0,1.5,-1,0,0,0,0,0
61,107,330,4.4,3,9.0,1.38,-1,0,0,0,0,0
62,282,1085,2.8,0,9.0,1.71,-1,0,0,0,0,1
63,772,949,3.5,1,9.0,1.55,-1,0,0,0,0,0
64,39,1098,3.9,0,9.0,1.38,-1,0,0,0,0,0
65,505,605,3.3,1,10.0,1.56,-1,0,0,0,0,0
66,307,849,4.6,4,8.0,1.42,-1,0,0,0,0,0
67,288,607,4.3,0,10.0,1.21,-1,0,0,0,0,0
68,95,212,3.8,1,10.0,1.41,-1,0,0,0,0,0
69,107,680,3.6,5,8.0,1.77,-1,0,0,0,0,0
70,76,1101,4.4,0,10.0,1.18,-1,0,0,0,0,0
71,93,287,3.0,2,10.0,1.7,-1,0,0,1,0,0
72,124,1034,2.2,0,10.0,1.84,-1,0,0,0,0,0
73,498,686,2.6,4,8.0,2.02,-1,0,0,0,0,0
74,157,393,5.0,4,9.0,1.25,-1,0,0,0,0,0
75,1105,1135,4.6,1,9.0,1.22,-1,0,0,0,0,0
76,415,688,4.4,2,9.0,1.33,-1,0,0,0,0,0
77,20,1098,3.2,4,10.0,1.74,-1,0,0,0,0,0
78,64,1104,2.7,0,8.0,1.79,-1,0,0,0,0,0
79,466,855,4.5,4,8.0,1.45,-1,0,0,0,0,0
80,526,906,3.5,3,8.0,1.7,-1,0,0,0,0,0
81,985,1191,2.5,2,8.0,1.95,-1,0,0,0,0,0
82,302,932,2.7,5,8.0,2.04,-1,0,0,0,0,0
83,998,1130,2.1,5,8.0,2.22,-1,0,0,0,0,0
84,308,683,4.4,3,10.0,1.33,-1,0,0,0,0,0
85,76,1114,3.2,5,9.0,1.84,-1,0,0,0,0,0
86,500,624,4.6,0,8.0,1.22,-1,0,0,0,0,0
87,343,906,3.5,5,10.0,1.7,-1,0,0,0,0,0
88,183,688,3.2,0,10.0,1.54,-1,0,0,0,0,0
89,752,845,4.5,4,8.0,1.45,-1,0,0,0,0,0
90,834,914,2.3,4,9.0,2.06,-1,0,0,0,0,0
91,368,855,2.6,4,9.0,1.97,-1,0,0,0,0,0
92,170,870,4.4,3,10.0,1.33,-1,0,0,0,0,0
93,252,414,4.2,2,9.0,1.39,-1,0,0,0,0,0
94,207,1166,3.4,0,9.0,1.53,-1,0,0,1,0,0
95,293,940,4.9,4,9.0,1.28,-1,0,0,0,0,0
96,764,791,3.1,3,8.0,1.82,-1,0,0,0,0,0
97,218,766,2.7,3,10.0,1.84,-1,0,0,0,0,0
98,652,735,2.8,2,10.0,1.76,-1,0,0,0,0,0
99,855,1094,3.6,1,9.0,1.52,-1,0,0,0,0,0
100,60,594,2.1,3,10.0,2.02,-1,0,0,0,0,0
101,808,982,3.2,2,10.0,1.64,-1,0,0,0,0,0
102,574,815,4.1,3,8.0,1.52,-1,0,0,0,0,0
103,95,817,3.7,0,9.0,1.44,-1,0,0,0,0,0
104,614,1153,4.3,3,9.0,1.41,-1,0,0,0,0,0
105,516,581,3.4,0,10.0,1.48,-1,0,0,0,0,0
106,655,925,2.9,1,10.0,1.68,-1,0,0,0,0,0
107,470,879,4.9,0,10.0,1.03,-1,0,0,0,0,0
108,239,717,2.5,3,10.0,1.9,-1,0,0,0,0,0
109,670,1169,2.7,1,9.0,1.79,-1,0,0,0,0,0
110,40,1002,3.8,3,10.0,1.51,-1,0,0,0,0,0
111,250,583,4.2,4,8.0,1.54,-1,0,0,0,0,0
112,370,648,2.2,3,9.0,2.04,-1,0,0,0,0,0
113,139,715,3.2,5,9.0,1.84,-1,0,0,0,0,0
114,204,1110,4.5,0,9.0,1.2,-1,0,0,0,0,0
115,395,412,4.1,4,9.0,1.52,-1,0,0,0,0,0
116,326,578,4.6,2,10.0,1.22,-1,0,0,0,0,0
117,424,884,2.6,4,9.0,1.97,-1,0,0,0,0,0
118,418,810,3.6,2,10.0,1.52,-1,0,0,0,0,0
119,371,994,2.7,3,10.0,1.84,-1,0,0,0,0,0
120,651,1048,3.4,4,10.0,1.68,-1,0,0,0,0,0
121,38,296,5.0,0,8.0,1.1,-1,0,0,0,0,0
122,76,551,3.3,0,9.0,1.56,-1,0,0,0,0,0
123,898,925,2.4,0,8.0,1.88,-1,0,0,0,0,0
124,1090,1095,3.6,0,8.0,1.52,-1,0,0,0,0,0
125,708,764,2.6,0,8.0,1.82,-1,0,0,0,0,0
126,128,189,4.7,3,8.0,1.34,-1,0,0,0,0,0
127,1042,1054,3.9,4,9.0,1.58,-1,0,0,0,0,0
128,81,787,2.4,4,9.0,2.03,-1,0,0,0,0,0
129,409,589,3.2,2,8.0,1.74,-1,0,0,0,0,0
130,763,821,3.3,2,10.0,1.61,-1,0,0,0,0,0
131,303,836,4.8,5,9.0,1.36,-1,0,0,0,0,0
132,624,891,3.6,4,9.0,1.67,-1,0,0,0,0,0
133,393,995,3.7,1,8.0,1.54,-1,0,0,0,0,0
134,356,847,2.9,5,8.0,1.98,-1,0,0,0,0,0
135,698,813,4.4,5,9.0,1.48,-1,0,0,0,0,0
136,1011,1044,3.6,2,9.0,1.57,-1,0,0,0,0,0
137,818,878,3.4,2,10.0,1.58,-1,0,0,0,0,0
138,422,649,4.2,1,8.0,1.39,-1,0,0,0,0,0
139,205,422,3.6,3,8.0,1.67,-1,0,0,0,0,0
140,187,1011,3.0,1,8.0,1.75,-1,0,0,0,0,0
141,247,1062,3.4,0,9.0,1.53,-1,0,0,0,0,0
142,135,326,4.1,1,10.0,1.32,-1,0,0,0,0,0
143,445,488,2.3,3,9.0,2.01,-1,0,0,0,0,0
144,381,503,2.3,4,9.0,2.06,-1,0,0,0,0,0
145,642,773,3.8,0,9.0,1.41,-1,0,0,0,0,0
146,243,798,3.9,1,9.0,1.43,-1,0,0,0,0,0
147,172,329,3.9,1,9.0,1.43,-1,0,0,1,0,0
148,176,256,2.9,3,10.0,1.78,-1,0,0,0,0,0
149,20,911,4.2,2,10.0,1.34,-1,0,0,0,0,0
150,532,793,4.3,2,10.0,1.31,-1,0,0,0,0,0
151,53,270,3.6,5,8.0,1.77,-1,0,0,0,0,0
152,476,898,2.2,1,8.0,1.99,-1,0,0,0,0,0
153,1136,1173,4.2,2,8.0,1.44,-1,0,0,1,0,0
154,654,904,2.8,0,8.0,1.76,-1,0,0,0,0,0
155,492,842,4.4,4,10.0,1.38,-1,0,0,0,0,0
156,823,1127,4.3,2,10.0,1.31,-1,0,0,0,0,0
157,202,514,4.3,4,10.0,1.41,-1,0,0,0,0,0
158,152,922,2.8,5,10.0,1.91,-1,0,0,0,0,0
159,637,671,4.0,3,8.0,1.55,-1,0,0,0,0,0
160,568,837,2.5,1,8.0,1.9,-1,0,0,0,0,1
161,251,901,2.3,4,8.0,2.11,-1,0,0,0,0,0
162,375,442,2.4,3,8.0,2.03,-1,0,0,0,0,0
163,493,663,3.0,0,8.0,1.7,-1,0,0,0,0,0
164,25,1083,3.5,3,9.0,1.65,-1,0,0,0,0,0
165,844,1186,4.0,2,9.0,1.45,-1,0,0,0,0,0
166,591,740,3.5,0,8.0,1.55,-1,0,0,0,0,0
167,997,1135,3.7,3,9.0,1.59,-1,0,0,0,0,0
168,12,740,4.1,2,9.0,1.42,-1,0,0,0,0,0
169,200,976,4.5,2,10.0,1.25,-1,0,0,0,0,0
170,346,1030,2.2,4,8.0,2.14,-1,0,0,0,0,0
171,188,1087,4.9,5,9.0,1.33,-1,0,0,0,0,0
172,491,630,4.1,3,10.0,1.42,-1,0,0,0,0,0
173,114,643,3.3,5,9.0,1.81,-1,0,0,0,0,0
174,194,343,4.1,4,9.0,1.52,-1,0,0,0,0,0
175,581,789,4.0,1,8.0,1.45,-1,0,0,0,0,0
176,938,1026,4.6,3,10.0,1.27,-1,0,0,0,0,0
177,253,923,3.0,3,8.0,1.85,-1,0,0,0,0,0
178,920,1157,3.9,1,9.0,1.43,-1,0,0,0,0,0
179,290,990,3.1,5,8.0,1.92,-1,0,0,0,0,0
180,393,445,2.6,2,10.0,1.82,-1,0,0,0,0,0
181,123,584,2.6,4,9.0,1.97,-1,0,0,0,0,0
182,339,1111,3.0,2,9.0,1.75,-1,0,0,0,0,0
183,268,413,3.5,0,10.0,1.45,-1,0,0,0,0,0
184,603,928,2.8,5,9.0,1.96,-1,0,0,0,0,0
185,297,333,3.9,3,8.0,1.58,-1,0,0,0,0,0
186,370,582,5.0,5,9.0,1.3,-1,0,0,0,0,0
187,322,1036,2.8,0,10.0,1.66,-1,0,0,0,0,0
188,448,1175,4.5,5,9.0,1.45,-1,0,0,0,0,0
189,281,769,5.0,5,9.0,1.3,-1,0,0,0,0,0
190,10,1178,3.5,3,10.0,1.6,-1,0,0,0,0,0
191,766,932,4.6,4,8.0,1.42,-1,0,0,0,0,0
192,375,1047,2.1,0,10.0,1.87,-1,0,0,0,0,0
193,88,990,4.7,1,10.0,1.14,-1,0,0,0,0,0
194,611,765,4.2,1,8.0,1.39,-1,0,0,0,0,0
195,863,986,3.3,0,8.0,1.61,-1,0,0,0,0,0
196,868,1101,3.3,5,8.0,1.86,-1,0,0,0,0,0
197,52,249,2.9,4,9.0,1.88,-1,0,0,0,0,0
198,543,752,5.0,1,10.0,1.05,-1,0,0,0,0,0
199,889,1160,3.8,0,9.0,1.41,-1,0,0,0,0,0
200,130,1108,4.5,2,10.0,1.25,-1,0,0,0,0,0
201,831,1155,2.5,4,10.0,1.95,-1,0,0,0,0,0
202,344,542,4.8,4,8.0,1.36,-1,0,0,0,0,0
203,172,960,4.8,3,9.0,1.26,-1,0,0,1,0,0
204,553,1066,4.5,5,8.0,1.5,-1,0,0,0,0,0
205,1074,1182,2.2,4,8.0,2.14,-1,0,0,0,0,0
206,425,1002,4.2,0,8.0,1.34,-1,0,0,0,0,0
207,93,263,3.3,2,10.0,1.61,-1,0,0,1,0,0
208,370,837,2.6,4,9.0,1.97,-1,0,0,0,0,1
209,337,889,2.5,5,8.0,2.1,-1,0,0,0,0,0
210,647,822,2.9,4,9.0,1.88,-1,0,0,0,0,0
211,532,606,2.4,3,10.0,1.93,-1,0,0,0,0,0
212,201,1001,4.5,0,10.0,1.15,-1,0,0,0,0,0
213,108,544,4.8,0,8.0,1.16,-1,0,0,0,0,0
214,266,1130,4.8,1,10.0,1.11,-1,0,0,0,0,0
215,282,845,2.3,2,10.0,1.91,-1,0,0,0,0,0
216,521,1127,3.9,0,8.0,1.43,-1,0,0,0,0,0
217,367,889,4.4,1,10.0,1.23,-1,0,0,0,0,0
218,702,879,3.1,0,10.0,1.57,-1,0,0,0,0,0
219,647,943,4.8,2,10.0,1.16,-1,0,0,0,0,0
220,503,669,3.9,1,10.0,1.38,-1,0,0,0,0,0
221,129,199,4.3,1,9.0,1.31,-1,0,0,0,0,0
222,337,902,2.2,5,9.0,2.14,-1,0,0,0,0,0
223,684,717,2.5,1,10.0,1.8,-1,0,0,0,0,0
224,529,843,2.9,1,8.0,1.78,-1,0,0,0,0,0
225,671,1192,2.8,1,8.0,1.81,-1,0,0,0,0,0
226,196,899,4.9,2,10.0,1.13,-1,0,0,0,0,0
227,729,1133,3.3,0,9.0,1.56,-1,0,0,0,0,0
228,388,1069,3.1,2,9.0,1.72,-1,0,0,0,0,0
229,556,653,4.3,4,9.0,1.46,-1,0,0,0,0,0
230,425,1136,4.5,5,8.0,1.5,-1,0,0,0,0,1
231,464,835,2.1,4,9.0,2.12,-1,0,0,0,0,1
232,376,722,2.5,4,8.0,2.05,-1,0,0,1,0,0
233,107,682,5.0,3,9.0,1.2,-1,0,0,0,0,0
234,160,279,3.9,5,9.0,1.63,-1,0,0,0,0,0
235,41,99,2.6,5,10.0,1.97,-1,0,0,0,0,0
236,115,802,3.7,5,9.0,1.69,-1,0,0,0,0,0
237,906,1072,2.3,1,9.0,1.91,-1,0,0,0,0,0
238,510,1072,2.7,2,8.0,1.89,-1,0,0,0,0,0
239,254,1146,4.8,4,10.0,1.26,-1,0,0,0,0,0
240,44,104,3.9,3,8.0,1.58,-1,0,0,0,0,0
241,134,263,3.4,2,9.0,1.63,-1,0,0,0,0,0
242,213,327,3.7,5,10.0,1.64,-1,0,0,0,0,0
243,517,967,4.7,2,10.0,1.19,-1,0,0,0,0,0
244,677,956,2.3,2,8.0,2.01,-1,0,0,0,0,0
245,61,687,2.5,3,9.0,1.95,-1,0,0,0,0,0
246,425,1149,3.0,0,8.0,1.7,-1,0,0,0,0,0
247,277,985,4.7,2,8.0,1.29,-1,0,0,0,0,0
248,920,1091,3.4,1,8.0,1.63,-1,0,0,0,0,0
249,367,1144,3.3,4,9.0,1.76,-1,0,0,0,0,0
250,996,1086,3.8,5,9.0,1.66,-1,0,0,0,0,0
251,278,806,4.2,3,8.0,1.49,-1,0,0,0,0,0
252,259,564,2.8,2,10.0,1.76,-1,0,0,0,0,0
253,369,924,3.0,5,9.0,1.9,-1,0,0,0,0,0
254,200,1152,2.9,1,10.0,1.68,-1,0,0,0,0,0
255,410,696,2.3,3,9.0,2.01,-1,0,0,0,0,0
256,868,1022,4.9,3,10.0,1.18,-1,0,0,0,0,0
257,734,793,2.1,4,8.0,2.17,-1,0,0,0,0,0
258,305,387,4.8,4,10.0,1.26,-1,0,0,0,0,0
259,458,629,4.8,1,10.0,1.11,-1,0,0,0,0,0
260,274,808,4.3,1,10.0,1.26,-1,0,0,0,0,0
261,76,298,3.0,0,8.0,1.7,-1,0,0,0,0,0
262,366,1040,2.9,1,9.0,1.73,-1,0,0,0,0,0
263,163,977,3.4,1,9.0,1.58,-1,0,0,0,0,0
264,484,1032,2.0,1,8.0,2.05,-1,0,0,0,0,0
265,9,510,4.6,2,9.0,1.27,-1,0,0,0,0,0
266,864,1024,2.2,1,8.0,1.99,-1,0,0,0,0,0
267,382,755,3.3,5,8.0,1.86,-1,0,0,0,0,0
268,795,924,2.5,4,9.0,2.0,-1,0,0,0,0,0
269,748,1078,2.0,1,9.0,2.0,-1,0,0,0,0,0
270,1024,1161,2.3,4,10.0,2.01,-1,0,0,0,0,0
271,26,598,3.2,1,9.0,1.64,-1,0,0,0,0,0
272,22,1122,4.0,3,10.0,1.45,-1,0,0,0,0,0
273,834,1037,2.7,0,9.0,1.74,-1,0,0,0,0,0
274,102,822,2.4,1,9.0,1.88,-1,0,0,0,0,0
275,108,344,4.3,2,10.0,1.31,-1,0,0,0,0,0
276,90,475,4.2,3,10.0,1.39,-1,0,0,0,0,0
277,623,938,3.2,0,9.0,1.59,-1,0,0,0,0,0
278,1077,1145,3.5,5,10.0,1.7,-1,0,0,0,0,0
279,130,1042,2.1,4,8.0,2.17,-1,0,0,0,0,0
280,6,481,4.3,2,9.0,1.36,-1,0,0,0,0,0
281,331,766,3.0,0,10.0,1.6,-1,0,0,0,0,0
282,185,483,3.8,3,8.0,1.61,-1,0,0,0,0,0
283,638,694,3.9,1,9.0,1.43,-1,0,0,0,0,0
284,275,642,2.6,1,9.0,1.82,-1,0,0,0,0,0
285,165,770,3.3,2,9.0,1.66,-1,0,0,0,0,0
286,701,750,4.0,3,8.0,1.55,-1,0,0,0,0,0
287,343,1042,2.9,3,10.0,1.78,-1,0,0,0,0,0
288,466,1112,4.5,0,9.0,1.2,-1,0,0,0,0,0
289,10,78,4.9,3,8.0,1.28,-1,0,0,0,0,0
290,650,704,2.5,5,10.0,2.0,-1,0,0,0,0,0
291,129,709,4.5,3,8.0,1.4,-1,0,0,0,0,0
292,271,1058,3.0,5,8.0,1.95,-1,0,0,0,0,0
293,673,772,4.0,3,8.0,1.55,-1,0,0,0,0,0
294,884,992,2.5,1,10.0,1.8,-1,0,0,0,0,0
295,617,648,3.5,5,9.0,1.75,-1,0,0,0,0,0
296,416,594,2.0,5,10.0,2.15,-1,0,0,0,0,0
297,200,481,3.2,0,9.0,1.59,-1,0,0,0,0,0
298,347,1174,3.3,5,10.0,1.76,-1,0,0,0,0,0
299,851,936,2.3,3,10.0,1.96,-1,0,0,0,0,0
300,823,874,3.1,3,10.0,1.72,-1,0,0,0,0,0
301,606,876,3.0,4,9.0,1.85,-1,0,0,0,0,0
302,963,1113,2.3,1,9.0,1.91,-1,0,0,1,0,0
303,203,607,3.6,3,10.0,1.57,-1,0,0,0,0,0
304,768,1059,2.2,0,9.0,1.89,-1,0,0,0,0,0
305,754,895,4.8,5,10.0,1.31,-1,0,0,0,0,0
306,559,885,2.8,4,10.0,1.86,-1,0,0,0,0,0
307,3,438,4.2,3,9.0,1.44,-1,0,0,0,0,0
308,715,1132,2.1,2,8.0,2.07,-1,0,0,0,0,0
309,481,965,2.4,3,9.0,1.98,-1,0,0,0,0,0
310,249,844,3.1,4,10.0,1.77,-1,0,0,0,0,0
311,358,1016,3.1,3,9.0,1.77,-1,0,0,0,0,0
312,67,315,4.0,0,10.0,1.3,-1,0,0,0,0,0
313,25,843,2.8,2,9.0,1.81,-1,0,0,0,0,0
314,742,1127,3.3,3,9.0,1.71,-1,0,0,0,0,0
315,445,611,2.9,0,10.0,1.63,-1,0,0,0,0,0
316,548,1032,2.3,5,8.0,2.16,-1,0,0,0,0,0
317,513,782,3.6,3,8.0,1.67,-1,0,0,0,0,0
318,375,552,2.5,4,8.0,2.05,-1,0,0,0,0,0
319,89,454,2.4,1,10.0,1.83,-1,0,0,0,0,0
320,233,1142,3.5,2,9.0,1.6,-1,0,0,0,0,0
321,200,965,4.9,5,10.0,1.28,-1,0,0,0,0,0
322,234,549,2.7,5,10.0,1.94,-1,0,0,0,0,0
323,365,1032,3.7,0,8.0,1.49,-1,0,0,0,0,0
324,524,796,3.0,0,8.0,1.7,-1,0,0,0,0,0
325,749,1143,3.8,5,10.0,1.61,-1,0,0,0,0,0
326,246,788,4.4,0,9.0,1.23,-1,0,0,0,0,0
327,26,519,3.5,5,8.0,1.8,-1,0,0,0,0,0
328,955,1019,3.0,5,10.0,1.85,-1,0,0,0,0,0
329,70,562,2.9,3,8.0,1.88,-1,0,0,1,0,0
330,140,1035,2.6,5,9.0,2.02,-1,0,0,0,0,1
331,663,847,4.2,5,8.0,1.59,-1,0,0,0,0,0
332,129,388,4.5,3,8.0,1.4,-1,0,0,0,0,0
333,828,914,4.4,4,9.0,1.43,-1,0,0,0,0,0
334,87,916,5.0,4,10.0,1.2,-1,0,0,0,0,0
335,554,796,3.6,1,10.0,1.47,-1,0,0,0,0,0
336,278,861,4.4,2,10.0,1.28,-1,0,0,0,0,0
337,484,737,3.4,3,9.0,1.68,-1,0,0,0,0,0
338,410,522,4.2,1,9.0,1.34,-1,0,0,0,0,0
339,189,1048,3.5,0,10.0,1.45,-1,0,0,0,0,0
340,123,694,3.2,1,10.0,1.59,-1,0,0,0,0,0
341,829,856,2.9,0,9.0,1.68,-1,0,0,0,0,0
342,570,861,2.6,3,10.0,1.87,-1,0,0,0,0,0
343,1172,1195,2.4,2,9.0,1.93,-1,0,0,0,0,0
344,437,517,3.8,5,9.0,1.66,-1,0,0,0,0,0
345,506,876,2.3,1,8.0,1.96,-1,0,0,0,0,0
346,406,938,4.1,1,8.0,1.42,-1,0,0,1,0,0
347,60,530,3.8,5,10.0,1.61,-1,0,0,0,0,0
348,173,407,3.8,3,10.0,1.51,-1,0,0,0,0,0
349,338,740,3.3,4,9.0,1.76,-1,0,0,0,0,0
350,90,409,3.6,3,10.0,1.57,-1,0,0,0,0,0
351,769,963,2.0,2,9.0,2.05,-1,0,0,0,0,1
352,306,936,3.0,3,8.0,1.85,-1,0,0,0,0,0
353,175,224,3.4,5,9.0,1.78,-1,0,0,0,0,0
354,218,594,2.6,5,8.0,2.07,-1,0,0,0,0,0
355,1,71,4.0,2,9.0,1.45,-1,0,0,0,0,0
356,4,342,2.1,4,8.0,2.17,-1,0,0,0,0,1
357,14,535,3.9,4,9.0,1.58,-1,0,0,0,0,0
358,234,804,2.2,5,10.0,2.09,-1,0,0,0,0,0
359,523,641,3.1,2,9.0,1.72,-1,0,0,0,0,0
360,459,1151,3.4,3,8.0,1.73,-1,0,0,0,0,0
361,612,1164,2.5,4,8.0,2.05,-1,0,0,0,0,0
362,139,651,3.9,4,9.0,1.58,-1,0,0,0,0,0
363,1049,1101,3.2,0,9.0,1.59,-1,0,0,0,0,0
364,276,397,3.7,3,8.0,1.64,-1,0,0,0,0,0
365,773,974,3.1,4,8.0,1.87,-1,0,0,0,0,0
366,660,1033,3.1,0,8.0,1.67,-1,0,0,0,0,0
367,94,356,3.2,1,8.0,1.69,-1,0,0,0,0,0
368,1014,1036,3.7,1,8.0,1.54,-1,0,0,0,0,0
369,351,692,4.3,5,9.0,1.51,-1,0,0,0,0,0
370,232,1000,3.7,2,8.0,1.59,-1,0,0,0,0,0
371,410,1006,3.3,4,9.0,1.76,-1,0,0,0,0,0
372,933,1047,3.0,2,10.0,1.7,-1,0,0,0,0,0
373,162,941,2.3,5,10.0,2.06,-1,0,0,0,0,0
374,583,934,4.3,2,10.0,1.31,-1,0,0,0,0,0
375,235,372,3.6,3,8.0,1.67,-1,0,0,0,0,0
376,123,1070,4.6,3,9.0,1.32,-1,0,0,0,0,0
377,701,818,2.9,3,8.0,1.88,-1,0,0,0,0,0
378,267,297,4.8,1,9.0,1.16,-1,0,0,0,0,0
379,475,1000,2.9,4,9.0,1.88,-1,0,0,0,0,0
380,736,1004,4.3,5,8.0,1.56,-1,0,0,0,0,0
381,648,662,4.1,0,9.0,1.32,-1,0,0,0,0,0
382,432,778,3.7,3,9.0,1.59,-1,0,0,0,0,0
383,990,1042,3.2,5,8.0,1.89,-1,0,0,0,0,0
384,300,595,3.9,1,10.0,1.38,-1,0,0,0,0,0
385,900,1004,3.9,0,10.0,1.33,-1,0,0,0,0,0
386,690,1194,3.7,3,8.0,1.64,-1,0,0,1,0,0
387,275,952,3.0,1,8.0,1.75,-1,0,0,0,0,0
388,94,611,3.7,3,10.0,1.54,-1,0,0,0,0,0
389,238,1070,2.3,2,8.0,2.01,-1,0,0,0,0,0
390,47,270,4.2,5,9.0,1.54,-1,0,0,0,0,0
391,236,960,3.7,1,8.0,1.54,-1,0,0,0,0,0
392,78,788,3.4,5,8.0,1.83,-1,0,0,0,0,0
393,33,493,2.5,5,8.0,2.1,-1,0,0,0,0,0
394,670,784,3.0,2,8.0,1.8,-1,0,0,0,0,0
395,606,1065,4.7,1,10.0,1.14,-1,0,0,0,0,0
396,259,432,3.4,1,10.0,1.53,-1,0,0,0,0,0
397,135,625,3.8,1,8.0,1.51,-1,0,0,0,0,0
398,723,832,4.9,4,10.0,1.23,-1,0,0,0,0,0
399,571,1192,2.3,4,9.0,2.06,-1,0,0,0,0,0
400,511,912,4.6,1,8.0,1.27,-1,0,0,0,0,0
401,640,797,3.4,0,8.0,1.58,-1,0,0,0,0,0
402,216,735,4.2,5,10.0,1.49,-1,0,0,0,0,0
403,9,1196,3.2,4,9.0,1.79,-1,0,0,0,0,0
404,394,741,4.6,0,9.0,1.17,-1,0,0,0,0,0
405,241,270,4.9,5,10.0,1.28,-1,0,0,0,0,0
406,848,948,2.4,4,10.0,1.98,-1,0,0,0,0,0
407,34,206,5.0,5,8.0,1.35,-1,0,0,0,0,0
408,97,225,3.3,5,8.0,1.86,-1,0,0,0,0,0
409,603,622,2.9,3,10.0,1.78,-1,0,0,0,0,0
410,470,507,4.3,2,9.0,1.36,-1,0,0,0,0,0
411,24,915,4.1,4,10.0,1.47,-1,0,0,0,0,0
412,709,789,3.9,3,8.0,1.58,-1,0,0,0,0,0
413,700,969,2.3,2,10.0,1.91,-1,0,0,1,0,0
414,827,1010,4.3,0,10.0,1.21,-1,0,0,0,0,0
